dataset_name,source_session,collector,gesture,trial_index,t_start,t_end,duration_s,imu_sample_count,imu_mean_rate_hz,mmwave_frame_count,mmwave_mean_rate_hz,uwb_round_count,uwb_mean_rate_hz,npz_path,session_dir
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Push,13,325373.187000,325375.234000,2.047000,205,100.15,21,10.26,11,5.37,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Push_013.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Push,14,325387.750000,325389.828000,2.078000,209,100.58,21,10.11,11,5.29,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Push_014.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Push,15,325396.828000,325398.906000,2.078000,209,100.58,21,10.11,10,4.81,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Push_015.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Push,16,325402.781000,325404.781000,2.000000,200,100.00,20,10.00,10,5.00,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Push_016.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,17,325420.062000,325422.125000,2.063000,207,100.34,21,10.18,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_017.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,18,325426.937000,325429.015000,2.078000,209,100.58,19,9.14,11,5.29,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_018.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,19,325432.609000,325434.703000,2.094000,210,100.29,21,10.03,10,4.78,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_019.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,20,325437.828000,325439.890000,2.062000,208,100.87,20,9.70,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_020.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,21,325445.375000,325447.468000,2.093000,210,100.33,21,10.03,11,5.26,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_021.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,22,325453.046000,325455.125000,2.079000,209,100.53,21,10.10,10,4.81,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_022.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,23,325459.812000,325461.906000,2.094000,210,100.29,21,10.03,10,4.78,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_023.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Right,24,325465.406000,325467.484000,2.078000,209,100.58,21,10.11,10,4.81,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_024.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,25,325475.953000,325477.968000,2.015000,202,100.25,20,9.93,10,4.96,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_025.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,26,325482.593000,325484.656000,2.063000,206,99.85,21,10.18,11,5.33,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_026.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,27,325487.750000,325489.812000,2.062000,208,100.87,19,9.21,11,5.33,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_027.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,28,325492.671000,325494.734000,2.063000,206,99.85,21,10.18,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_028.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,29,325498.859000,325500.921000,2.062000,206,99.90,21,10.18,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_029.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,30,325504.625000,325506.734000,2.109000,211,100.05,22,10.43,10,4.74,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_030.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,31,325510.859000,325512.921000,2.062000,206,99.90,20,9.70,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_031.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Left,32,325518.671000,325520.718000,2.047000,206,100.64,19,9.28,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_032.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,33,325526.796000,325528.843000,2.047000,206,100.64,21,10.26,11,5.37,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_033.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,34,325533.250000,325535.281000,2.031000,203,99.95,20,9.85,10,4.92,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_034.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,35,325537.875000,325539.937000,2.062000,208,100.87,21,10.18,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_035.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,36,325542.203000,325544.296000,2.093000,211,100.81,21,10.03,10,4.78,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_036.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,37,325546.625000,325548.671000,2.046000,206,100.68,21,10.26,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_037.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,38,325550.296000,325552.296000,2.000000,201,100.50,20,10.00,10,5.00,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_038.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,39,325554.156000,325556.203000,2.047000,206,100.64,20,9.77,11,5.37,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_039.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536,eric,Clapping,40,325558.140000,325560.218000,2.078000,208,100.10,20,9.62,11,5.29,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clapping_040.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_131536
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,1,336163.031000,336165.093000,2.062000,45,21.82,21,10.18,11,5.33,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_001.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,2,336213.375000,336215.468000,2.093000,45,21.50,21,10.03,10,4.78,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_002.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,3,336219.859000,336221.953000,2.094000,45,21.49,21,10.03,11,5.25,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_003.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,4,336225.140000,336227.250000,2.110000,45,21.33,21,9.95,10,4.74,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_004.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,5,336234.125000,336236.140000,2.015000,43,21.34,20,9.93,10,4.96,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_005.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,6,336239.250000,336241.312000,2.062000,44,21.34,21,10.18,11,5.33,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_006.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,7,336247.031000,336249.078000,2.047000,43,21.01,20,9.77,11,5.37,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_007.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,8,336251.906000,336253.968000,2.062000,44,21.34,20,9.70,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_008.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,9,336274.515000,336276.593000,2.078000,44,21.17,21,10.11,10,4.81,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_009.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Clockwise,10,336301.421000,336303.468000,2.047000,43,21.01,20,9.77,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Clockwise_010.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,11,336323.375000,336325.437000,2.062000,44,21.34,21,10.18,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_011.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,12,336331.953000,336333.968000,2.015000,43,21.34,20,9.93,10,4.96,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_012.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,13,336369.000000,336371.046000,2.046000,43,21.02,20,9.78,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_013.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,14,336380.031000,336382.078000,2.047000,44,21.49,20,9.77,11,5.37,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_014.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,15,336386.218000,336388.265000,2.047000,44,21.49,20,9.77,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_015.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,16,336394.906000,336396.921000,2.015000,43,21.34,20,9.93,10,4.96,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_016.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,17,336405.765000,336407.781000,2.016000,43,21.33,19,9.42,10,4.96,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_017.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,18,336411.031000,336413.093000,2.062000,45,21.82,21,10.18,11,5.33,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_018.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,19,336417.687000,336419.765000,2.078000,45,21.66,21,10.11,10,4.81,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_019.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Anti-clockwise,20,336422.437000,336424.484000,2.047000,44,21.49,21,10.26,11,5.37,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Anti-clockwise_020.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,21,336432.234000,336434.265000,2.031000,44,21.66,20,9.85,10,4.92,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_021.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,22,336437.375000,336439.406000,2.031000,44,21.66,21,10.34,10,4.92,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_022.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,23,336441.953000,336444.000000,2.047000,44,21.49,21,10.26,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_023.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,24,336452.593000,336454.656000,2.063000,44,21.33,21,10.18,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_024.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,25,336465.468000,336467.515000,2.047000,44,21.49,21,10.26,11,5.37,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_025.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,26,336473.406000,336475.406000,2.000000,43,21.50,20,10.00,10,5.00,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_026.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,27,336478.109000,336480.140000,2.031000,43,21.17,20,9.85,10,4.92,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_027.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,28,336501.734000,336503.781000,2.047000,44,21.49,20,9.77,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_028.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,29,336506.203000,336508.234000,2.031000,43,21.17,20,9.85,10,4.92,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_029.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Right,30,336510.281000,336512.375000,2.094000,45,21.49,20,9.55,10,4.78,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Right_030.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Left,31,336517.937000,336519.984000,2.047000,44,21.49,20,9.77,10,4.89,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_031.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Left,32,336522.125000,336524.187000,2.062000,45,21.82,20,9.70,10,4.85,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_032.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Left,33,336526.265000,336528.296000,2.031000,44,21.66,21,10.34,11,5.42,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_033.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Left,34,336530.484000,336532.515000,2.031000,44,21.66,21,10.34,10,4.92,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_034.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
gesture_all3_v1,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748,eric,Left,35,336535.265000,336537.328000,2.063000,43,20.84,21,10.18,11,5.33,C:\Users\Prutha Pandit\cosmos_final_project\datasets\gesture_all3_v1\trials\eric_Left_035.npz,C:\Users\Prutha Pandit\cosmos_final_project\data\raw\session_20260724_161748
