trial_index,gesture,t_start,t_end,accepted
47,Bye-Bye,336658.968000,336661.015000,1
48,Bye-Bye,336663.546000,336665.546000,1
49,Bye-Bye,336667.687000,336669.703000,1
50,Bye-Bye,336671.875000,336673.875000,1
51,One-Arm Boxing,336706.843000,336708.890000,1
52,One-Arm Boxing,336712.187000,336714.203000,1
53,One-Arm Boxing,336716.718000,336718.718000,1
54,One-Arm Boxing,336721.125000,336723.187000,1
55,One-Arm Boxing,336725.140000,336727.203000,1
56,One-Arm Boxing,336729.500000,336731.546000,1
57,One-Arm Boxing,336734.109000,336736.156000,1
58,One-Arm Boxing,336738.671000,336740.718000,1
59,One-Arm Boxing,336742.953000,336745.000000,1
60,One-Arm Boxing,336749.796000,336751.843000,1
61,Clapping,336761.765000,336763.812000,1
62,Clapping,336769.234000,336771.281000,1
63,Clapping,336773.828000,336775.843000,1
64,Clapping,336777.781000,336779.843000,1
65,Clapping,336781.765000,336783.828000,1
66,Clapping,336785.906000,336787.953000,1
67,Clapping,336790.671000,336792.718000,1
68,Clapping,336794.921000,336796.953000,1
69,Clapping,336799.062000,336801.093000,1
70,Clapping,336803.468000,336805.562000,1
71,Two-Arm Boxing,336812.671000,336814.734000,1
72,Two-Arm Boxing,336817.593000,336819.640000,1
73,Two-Arm Boxing,336821.656000,336823.718000,1
74,Two-Arm Boxing,336825.359000,336827.437000,1
75,Two-Arm Boxing,336829.531000,336831.593000,1
76,Two-Arm Boxing,336837.406000,336839.453000,1
77,Two-Arm Boxing,336841.546000,336843.625000,1
78,Two-Arm Boxing,336845.531000,336847.578000,1
79,Two-Arm Boxing,336849.359000,336851.406000,1
80,Two-Arm Boxing,336853.046000,336855.078000,1
81,T-Arm,336856.843000,336858.921000,0
81,T-Arm,336872.359000,336874.421000,1
82,T-Arm,336880.515000,336882.593000,1
83,T-Arm,336884.609000,336886.640000,1
84,T-Arm,336888.890000,336890.953000,1
85,T-Arm,336893.296000,336895.343000,1
86,T-Arm,336897.921000,336899.953000,1
87,T-Arm,336902.453000,336904.500000,1
88,T-Arm,336906.515000,336908.593000,1
89,T-Arm,336910.578000,336912.609000,1
90,T-Arm,336914.781000,336916.843000,1
91,Raise Arms,336935.640000,336937.687000,1
92,Raise Arms,336940.203000,336942.218000,1
93,Raise Arms,336945.078000,336947.140000,1
94,Raise Arms,336950.109000,336952.125000,1
95,Raise Arms,336954.843000,336956.906000,1
96,Raise Arms,336959.296000,336961.375000,1
97,Raise Arms,336963.765000,336965.812000,1
98,Raise Arms,336967.906000,336969.968000,1
99,Raise Arms,336972.296000,336974.343000,1
100,Raise Arms,336976.171000,336978.218000,1
101,Soli,337037.187000,337039.218000,0
101,Soli,337059.921000,337062.000000,1
102,Soli,337064.171000,337066.171000,1
103,Soli,337068.187000,337070.203000,1
104,Soli,337072.328000,337074.406000,1
105,Soli,337076.234000,337078.281000,1
106,Soli,337080.109000,337082.187000,1
107,Soli,337083.875000,337085.953000,1
108,Soli,337087.625000,337089.687000,0
108,Soli,337095.250000,337097.281000,1
109,Soli,337100.218000,337102.312000,1
110,Soli,337104.359000,337106.406000,1
111,Making Fist and Open,337136.234000,337138.250000,1
112,Making Fist and Open,337150.156000,337152.218000,1
113,Making Fist and Open,337154.421000,337156.484000,1
114,Making Fist and Open,337158.078000,337160.109000,1
115,Making Fist and Open,337161.703000,337163.781000,1
116,Making Fist and Open,337165.484000,337167.531000,1
117,Making Fist and Open,337169.296000,337171.328000,1
118,Making Fist and Open,337175.250000,337177.281000,1
119,Making Fist and Open,337179.375000,337181.406000,1
120,Making Fist and Open,337183.578000,337185.640000,1
121,Palm Up-Down,337198.796000,337200.859000,1
122,Palm Up-Down,337212.109000,337214.187000,1
123,Palm Up-Down,337218.875000,337220.875000,1
124,Palm Up-Down,337223.671000,337225.718000,1
125,Palm Up-Down,337227.968000,337230.046000,1
126,Palm Up-Down,337232.328000,337234.375000,1
127,Palm Up-Down,337237.328000,337239.359000,1
128,Palm Up-Down,337241.625000,337243.671000,1
129,Palm Up-Down,337246.984000,337249.015000,1
130,Palm Up-Down,337251.703000,337253.765000,1
