t_monotonic,event,trial_index,gesture,note
502440.921000,trial_accept,45,Bye-Bye,
502442.125000,trial_start,46,Bye-Bye,
502444.218000,trial_end,46,Bye-Bye,
502444.953000,trial_accept,46,Bye-Bye,
502445.687000,trial_start,47,Bye-Bye,
502447.734000,trial_end,47,Bye-Bye,
502448.546000,trial_accept,47,Bye-Bye,
502449.281000,trial_start,48,Bye-Bye,
502451.375000,trial_end,48,Bye-Bye,
502452.078000,trial_accept,48,Bye-Bye,
502452.984000,trial_start,49,Bye-Bye,
502455.078000,trial_end,49,Bye-Bye,
502455.890000,trial_accept,49,Bye-Bye,
502456.296000,trial_start,50,Bye-Bye,
502458.390000,trial_end,50,Bye-Bye,
502461.109000,trial_accept,50,Bye-Bye,
502475.906000,trial_start,51,One-Arm Boxing,
502477.968000,trial_end,51,One-Arm Boxing,
502602.687000,trial_accept,51,One-Arm Boxing,
502604.828000,trial_start,52,One-Arm Boxing,
502606.906000,trial_end,52,One-Arm Boxing,
502619.843000,trial_accept,52,One-Arm Boxing,
502621.593000,trial_start,53,One-Arm Boxing,
502623.671000,trial_end,53,One-Arm Boxing,
502686.890000,trial_accept,53,One-Arm Boxing,
502688.187000,trial_start,54,One-Arm Boxing,
502690.187000,trial_end,54,One-Arm Boxing,
502691.281000,trial_accept,54,One-Arm Boxing,
502692.203000,trial_start,55,One-Arm Boxing,
502694.203000,trial_end,55,One-Arm Boxing,
502695.265000,trial_accept,55,One-Arm Boxing,
502696.015000,trial_start,56,One-Arm Boxing,
502698.062000,trial_end,56,One-Arm Boxing,
502698.859000,trial_accept,56,One-Arm Boxing,
502699.531000,trial_start,57,One-Arm Boxing,
502701.578000,trial_end,57,One-Arm Boxing,
503028.953000,trial_accept,57,One-Arm Boxing,
503032.000000,trial_start,58,One-Arm Boxing,
503034.062000,trial_end,58,One-Arm Boxing,
503037.437000,trial_accept,58,One-Arm Boxing,
503039.531000,trial_start,59,One-Arm Boxing,
503041.609000,trial_end,59,One-Arm Boxing,
503043.484000,trial_accept,59,One-Arm Boxing,
503045.437000,trial_start,60,One-Arm Boxing,
503047.515000,trial_end,60,One-Arm Boxing,
503049.625000,trial_accept,60,One-Arm Boxing,
503056.546000,trial_start,61,Clapping,
503058.609000,trial_end,61,Clapping,
503059.671000,trial_accept,61,Clapping,
503060.390000,trial_start,62,Clapping,
503062.468000,trial_end,62,Clapping,
503063.390000,trial_accept,62,Clapping,
503064.171000,trial_start,63,Clapping,
503066.234000,trial_end,63,Clapping,
503067.156000,trial_accept,63,Clapping,
503067.828000,trial_start,64,Clapping,
503069.890000,trial_end,64,Clapping,
503070.890000,trial_accept,64,Clapping,
503071.500000,trial_start,65,Clapping,
503073.562000,trial_end,65,Clapping,
503074.390000,trial_accept,65,Clapping,
503074.953000,trial_start,66,Clapping,
503076.984000,trial_end,66,Clapping,
503077.781000,trial_accept,66,Clapping,
503078.609000,trial_start,67,Clapping,
503080.671000,trial_end,67,Clapping,
503081.593000,trial_accept,67,Clapping,
503082.328000,trial_start,68,Clapping,
503084.328000,trial_end,68,Clapping,
503085.281000,trial_accept,68,Clapping,
503086.218000,trial_start,69,Clapping,
503088.312000,trial_end,69,Clapping,
503089.515000,trial_accept,69,Clapping,
503090.593000,trial_start,70,Clapping,
503092.656000,trial_end,70,Clapping,
503093.968000,trial_accept,70,Clapping,
503135.671000,trial_start,71,Two-Arm Boxing,
503137.718000,trial_end,71,Two-Arm Boxing,
503139.187000,trial_accept,71,Two-Arm Boxing,
503140.109000,trial_start,72,Two-Arm Boxing,
503142.218000,trial_end,72,Two-Arm Boxing,
503142.937000,trial_accept,72,Two-Arm Boxing,
503144.000000,trial_start,73,Two-Arm Boxing,
503146.000000,trial_end,73,Two-Arm Boxing,
503146.718000,trial_accept,73,Two-Arm Boxing,
503147.515000,trial_start,74,Two-Arm Boxing,
503149.609000,trial_end,74,Two-Arm Boxing,
503150.406000,trial_accept,74,Two-Arm Boxing,
503150.953000,trial_start,75,Two-Arm Boxing,
503153.015000,trial_end,75,Two-Arm Boxing,
503153.687000,trial_accept,75,Two-Arm Boxing,
503154.421000,trial_start,76,Two-Arm Boxing,
503156.468000,trial_end,76,Two-Arm Boxing,
503157.250000,trial_accept,76,Two-Arm Boxing,
503157.671000,trial_start,77,Two-Arm Boxing,
503159.671000,trial_end,77,Two-Arm Boxing,
503160.718000,trial_accept,77,Two-Arm Boxing,
503161.109000,trial_start,78,Two-Arm Boxing,
503163.125000,trial_end,78,Two-Arm Boxing,
503164.140000,trial_accept,78,Two-Arm Boxing,
503164.781000,trial_start,79,Two-Arm Boxing,
503166.828000,trial_end,79,Two-Arm Boxing,
503167.765000,trial_accept,79,Two-Arm Boxing,
503168.359000,trial_start,80,Two-Arm Boxing,
503170.421000,trial_end,80,Two-Arm Boxing,
503171.468000,trial_accept,80,Two-Arm Boxing,
503172.109000,trial_start,81,T-Arm,
503174.109000,trial_end,81,T-Arm,
503175.312000,trial_reject,81,T-Arm,repeat requested
503257.953000,trial_start,81,T-Arm,
503260.015000,trial_end,81,T-Arm,
503261.109000,trial_accept,81,T-Arm,
503262.781000,trial_start,82,T-Arm,
503264.828000,trial_end,82,T-Arm,
503265.937000,trial_accept,82,T-Arm,
503267.375000,trial_start,83,T-Arm,
503269.437000,trial_end,83,T-Arm,
503270.359000,trial_accept,83,T-Arm,
503271.781000,trial_start,84,T-Arm,
503273.875000,trial_end,84,T-Arm,
503274.625000,trial_accept,84,T-Arm,
503276.093000,trial_start,85,T-Arm,
503278.125000,trial_end,85,T-Arm,
503278.875000,trial_accept,85,T-Arm,
503280.453000,trial_start,86,T-Arm,
503282.531000,trial_end,86,T-Arm,
503283.546000,trial_accept,86,T-Arm,
503284.968000,trial_start,87,T-Arm,
503287.062000,trial_end,87,T-Arm,
503287.906000,trial_accept,87,T-Arm,
503289.531000,trial_start,88,T-Arm,
503291.625000,trial_end,88,T-Arm,
503292.625000,trial_accept,88,T-Arm,
503294.093000,trial_start,89,T-Arm,
503296.187000,trial_end,89,T-Arm,
503297.046000,trial_accept,89,T-Arm,
503298.468000,trial_start,90,T-Arm,
503300.546000,trial_end,90,T-Arm,
503302.156000,trial_accept,90,T-Arm,
503340.703000,trial_start,91,Raise Arms,
503342.765000,trial_end,91,Raise Arms,
503343.750000,trial_accept,91,Raise Arms,
503345.250000,trial_start,92,Raise Arms,
503347.296000,trial_end,92,Raise Arms,
503348.140000,trial_accept,92,Raise Arms,
503349.593000,trial_start,93,Raise Arms,
503351.640000,trial_end,93,Raise Arms,
503352.593000,trial_accept,93,Raise Arms,
503353.843000,trial_start,94,Raise Arms,
503355.906000,trial_end,94,Raise Arms,
503356.875000,trial_accept,94,Raise Arms,
503358.093000,trial_start,95,Raise Arms,
503360.156000,trial_end,95,Raise Arms,
503361.062000,trial_accept,95,Raise Arms,
503362.593000,trial_start,96,Raise Arms,
503364.671000,trial_end,96,Raise Arms,
503365.375000,trial_accept,96,Raise Arms,
503367.125000,trial_start,97,Raise Arms,
503369.187000,trial_end,97,Raise Arms,
503369.921000,trial_accept,97,Raise Arms,
503371.515000,trial_start,98,Raise Arms,
503373.515000,trial_end,98,Raise Arms,
503374.421000,trial_accept,98,Raise Arms,
503375.906000,trial_start,99,Raise Arms,
503377.937000,trial_end,99,Raise Arms,
503378.953000,trial_accept,99,Raise Arms,
503380.281000,trial_start,100,Raise Arms,
503382.343000,trial_end,100,Raise Arms,
503383.750000,trial_accept,100,Raise Arms,
503400.703000,trial_start,101,Soli,
503402.781000,trial_end,101,Soli,
503404.546000,trial_accept,101,Soli,
503405.187000,trial_start,102,Soli,
503407.281000,trial_end,102,Soli,
503412.250000,trial_accept,102,Soli,
503413.234000,trial_start,103,Soli,
503415.296000,trial_end,103,Soli,
503416.375000,trial_accept,103,Soli,
503417.218000,trial_start,104,Soli,
503419.312000,trial_end,104,Soli,
503420.437000,trial_accept,104,Soli,
503420.890000,trial_start,105,Soli,
503422.953000,trial_end,105,Soli,
503423.843000,trial_accept,105,Soli,
503424.625000,trial_start,106,Soli,
503426.687000,trial_end,106,Soli,
503427.531000,trial_accept,106,Soli,
503428.218000,trial_start,107,Soli,
503430.281000,trial_end,107,Soli,
503431.296000,trial_accept,107,Soli,
503431.953000,trial_start,108,Soli,
503434.015000,trial_end,108,Soli,
503435.734000,trial_accept,108,Soli,
503437.125000,trial_start,109,Soli,
503439.171000,trial_end,109,Soli,
503440.093000,trial_accept,109,Soli,
503440.828000,trial_start,110,Soli,
503442.906000,trial_end,110,Soli,
503444.125000,trial_accept,110,Soli,
503464.250000,trial_start,111,Making Fist and Open,
503466.343000,trial_end,111,Making Fist and Open,
503469.640000,trial_accept,111,Making Fist and Open,
503470.562000,trial_start,112,Making Fist and Open,
503472.640000,trial_end,112,Making Fist and Open,
503473.687000,trial_accept,112,Making Fist and Open,
503474.531000,trial_start,113,Making Fist and Open,
503476.593000,trial_end,113,Making Fist and Open,
503477.500000,trial_accept,113,Making Fist and Open,
503478.203000,trial_start,114,Making Fist and Open,
503480.281000,trial_end,114,Making Fist and Open,
503481.390000,trial_accept,114,Making Fist and Open,
503482.281000,trial_start,115,Making Fist and Open,
503484.359000,trial_end,115,Making Fist and Open,
503485.421000,trial_accept,115,Making Fist and Open,
503486.687000,trial_start,116,Making Fist and Open,
503488.765000,trial_end,116,Making Fist and Open,
503489.515000,trial_accept,116,Making Fist and Open,
503490.312000,trial_start,117,Making Fist and Open,
503492.375000,trial_end,117,Making Fist and Open,
503493.328000,trial_accept,117,Making Fist and Open,
503494.171000,trial_start,118,Making Fist and Open,
503496.250000,trial_end,118,Making Fist and Open,
503497.312000,trial_accept,118,Making Fist and Open,
503499.984000,trial_start,119,Making Fist and Open,
503502.062000,trial_end,119,Making Fist and Open,
503504.046000,trial_accept,119,Making Fist and Open,
503505.468000,trial_start,120,Making Fist and Open,
503507.500000,trial_end,120,Making Fist and Open,
503508.968000,trial_accept,120,Making Fist and Open,
503556.046000,trial_start,121,Palm Up-Down,
503558.078000,trial_end,121,Palm Up-Down,
503560.140000,trial_accept,121,Palm Up-Down,
503571.843000,trial_start,122,Palm Up-Down,
503573.921000,trial_end,122,Palm Up-Down,
503575.093000,trial_accept,122,Palm Up-Down,
503585.046000,trial_start,123,Palm Up-Down,
503587.125000,trial_end,123,Palm Up-Down,
503588.250000,trial_accept,123,Palm Up-Down,
503590.750000,trial_start,124,Palm Up-Down,
503592.812000,trial_end,124,Palm Up-Down,
503597.093000,trial_accept,124,Palm Up-Down,
503598.500000,trial_start,125,Palm Up-Down,
503600.531000,trial_end,125,Palm Up-Down,
503603.937000,trial_accept,125,Palm Up-Down,
503605.406000,trial_start,126,Palm Up-Down,
503607.453000,trial_end,126,Palm Up-Down,
503608.640000,trial_accept,126,Palm Up-Down,
503610.015000,trial_start,127,Palm Up-Down,
503612.093000,trial_end,127,Palm Up-Down,
503613.421000,trial_accept,127,Palm Up-Down,
503614.703000,trial_start,128,Palm Up-Down,
503616.796000,trial_end,128,Palm Up-Down,
503618.093000,trial_accept,128,Palm Up-Down,
503619.750000,trial_start,129,Palm Up-Down,
503621.828000,trial_end,129,Palm Up-Down,
503623.593000,trial_accept,129,Palm Up-Down,
503625.921000,trial_start,130,Palm Up-Down,
503627.921000,trial_end,130,Palm Up-Down,
503629.421000,trial_accept,130,Palm Up-Down,
