trial_index,gesture,t_start,t_end,accepted
85,T-Arm,503276.093000,503278.125000,1
86,T-Arm,503280.453000,503282.531000,1
87,T-Arm,503284.968000,503287.062000,1
88,T-Arm,503289.531000,503291.625000,1
89,T-Arm,503294.093000,503296.187000,1
90,T-Arm,503298.468000,503300.546000,1
91,Raise Arms,503340.703000,503342.765000,1
92,Raise Arms,503345.250000,503347.296000,1
93,Raise Arms,503349.593000,503351.640000,1
94,Raise Arms,503353.843000,503355.906000,1
95,Raise Arms,503358.093000,503360.156000,1
96,Raise Arms,503362.593000,503364.671000,1
97,Raise Arms,503367.125000,503369.187000,1
98,Raise Arms,503371.515000,503373.515000,1
99,Raise Arms,503375.906000,503377.937000,1
100,Raise Arms,503380.281000,503382.343000,1
101,Soli,503400.703000,503402.781000,1
102,Soli,503405.187000,503407.281000,1
103,Soli,503413.234000,503415.296000,1
104,Soli,503417.218000,503419.312000,1
105,Soli,503420.890000,503422.953000,1
106,Soli,503424.625000,503426.687000,1
107,Soli,503428.218000,503430.281000,1
108,Soli,503431.953000,503434.015000,1
109,Soli,503437.125000,503439.171000,1
110,Soli,503440.828000,503442.906000,1
111,Making Fist and Open,503464.250000,503466.343000,1
112,Making Fist and Open,503470.562000,503472.640000,1
113,Making Fist and Open,503474.531000,503476.593000,1
114,Making Fist and Open,503478.203000,503480.281000,1
115,Making Fist and Open,503482.281000,503484.359000,1
116,Making Fist and Open,503486.687000,503488.765000,1
117,Making Fist and Open,503490.312000,503492.375000,1
118,Making Fist and Open,503494.171000,503496.250000,1
119,Making Fist and Open,503499.984000,503502.062000,1
120,Making Fist and Open,503505.468000,503507.500000,1
121,Palm Up-Down,503556.046000,503558.078000,1
122,Palm Up-Down,503571.843000,503573.921000,1
123,Palm Up-Down,503585.046000,503587.125000,1
124,Palm Up-Down,503590.750000,503592.812000,1
125,Palm Up-Down,503598.500000,503600.531000,1
126,Palm Up-Down,503605.406000,503607.453000,1
127,Palm Up-Down,503610.015000,503612.093000,1
128,Palm Up-Down,503614.703000,503616.796000,1
129,Palm Up-Down,503619.750000,503621.828000,1
130,Palm Up-Down,503625.921000,503627.921000,1
