trial_index,gesture,t_start,t_end,accepted
79,One-Arm Boxing,507520.296000,507522.343000,1
80,One-Arm Boxing,507525.609000,507527.703000,1
81,Clapping,507533.703000,507535.781000,1
82,Clapping,507537.500000,507539.578000,1
83,Clapping,507541.125000,507543.203000,1
84,Clapping,507545.437000,507547.468000,1
85,Clapping,507548.546000,507550.656000,1
86,Clapping,507551.875000,507553.890000,1
87,Clapping,507556.406000,507558.468000,1
88,Clapping,507559.578000,507561.640000,1
89,Clapping,507563.125000,507565.171000,1
90,Clapping,507570.734000,507572.781000,1
91,Two-Arm Boxing,507580.765000,507582.828000,1
92,Two-Arm Boxing,507599.000000,507601.093000,1
93,Two-Arm Boxing,507605.593000,507607.671000,1
94,Two-Arm Boxing,507610.375000,507612.453000,1
95,Two-Arm Boxing,507615.187000,507617.281000,1
96,Two-Arm Boxing,507620.203000,507622.250000,1
97,Two-Arm Boxing,507625.312000,507627.375000,1
98,Two-Arm Boxing,507630.546000,507632.625000,1
99,Two-Arm Boxing,507637.031000,507639.109000,1
100,Two-Arm Boxing,507643.015000,507645.046000,1
101,T-Arm,507653.234000,507655.281000,1
102,T-Arm,507658.390000,507660.484000,1
103,T-Arm,507664.625000,507666.687000,1
104,T-Arm,507669.640000,507671.703000,1
105,T-Arm,507674.718000,507676.781000,1
106,T-Arm,507680.031000,507682.078000,1
107,T-Arm,507685.250000,507687.296000,1
108,T-Arm,507689.953000,507692.031000,1
109,T-Arm,507694.953000,507697.031000,1
110,T-Arm,507700.234000,507702.312000,1
111,Raise Arms,507731.515000,507733.578000,1
112,Raise Arms,507737.171000,507739.234000,1
113,Raise Arms,507742.437000,507744.500000,1
114,Raise Arms,507748.093000,507750.171000,1
115,Raise Arms,507753.578000,507755.656000,1
116,Raise Arms,507758.953000,507761.015000,1
117,Raise Arms,507764.453000,507766.453000,1
118,Raise Arms,507771.687000,507773.718000,1
119,Raise Arms,507777.234000,507779.234000,1
120,Raise Arms,507784.859000,507786.921000,1
121,Soli,507815.765000,507817.843000,1
122,Soli,507821.625000,507823.687000,1
123,Soli,507825.968000,507828.062000,1
124,Soli,507830.562000,507832.640000,1
125,Soli,507835.734000,507837.796000,1
126,Soli,507840.234000,507842.281000,1
127,Soli,507843.890000,507845.953000,1
128,Soli,507847.250000,507849.281000,1
129,Soli,507850.984000,507853.062000,1
130,Soli,507855.296000,507857.359000,1
131,Making Fist and Open,507871.531000,507873.609000,0
131,Making Fist and Open,507894.046000,507896.093000,1
132,Making Fist and Open,507898.593000,507900.687000,1
133,Making Fist and Open,507903.000000,507905.093000,1
134,Making Fist and Open,507910.625000,507912.703000,1
135,Making Fist and Open,507915.156000,507917.203000,1
136,Making Fist and Open,507919.703000,507921.734000,1
137,Making Fist and Open,507988.296000,507990.390000,1
138,Making Fist and Open,507993.968000,507996.000000,1
139,Making Fist and Open,507998.562000,508000.640000,1
140,Making Fist and Open,508003.562000,508005.625000,1
141,Palm Up-Down,508014.500000,508016.562000,1
142,Palm Up-Down,508039.921000,508041.953000,1
143,Palm Up-Down,508046.437000,508048.515000,1
144,Palm Up-Down,508066.234000,508068.328000,1
145,Palm Up-Down,508075.031000,508077.109000,1
146,Palm Up-Down,508105.296000,508107.359000,1
147,Palm Up-Down,508119.953000,508122.015000,1
148,Palm Up-Down,508126.015000,508128.046000,1
149,Palm Up-Down,508165.734000,508167.781000,1
150,Palm Up-Down,508171.546000,508173.609000,1
