trial_index,gesture,t_start,t_end,accepted
98,Two-Arm Boxing,574142.125000,574144.218000,1
99,Two-Arm Boxing,574146.781000,574148.843000,1
100,Two-Arm Boxing,574151.437000,574153.437000,1
101,T-Arm,574165.484000,574167.562000,1
102,T-Arm,574170.625000,574172.718000,1
103,T-Arm,574175.531000,574177.593000,1
104,T-Arm,574179.453000,574181.531000,0
104,T-Arm,574184.281000,574186.281000,1
105,T-Arm,574188.718000,574190.781000,1
106,T-Arm,574193.078000,574195.156000,1
107,T-Arm,574197.640000,574199.703000,1
108,T-Arm,574202.500000,574204.593000,1
109,T-Arm,574207.171000,574209.234000,1
110,T-Arm,574211.796000,574213.875000,1
111,Raise Arms,574230.812000,574232.890000,1
112,Raise Arms,574235.609000,574237.687000,1
113,Raise Arms,574240.187000,574242.265000,1
114,Raise Arms,574244.687000,574246.687000,1
115,Raise Arms,574249.078000,574251.171000,1
116,Raise Arms,574253.609000,574255.703000,1
117,Raise Arms,574259.906000,574262.000000,1
118,Raise Arms,574271.000000,574273.046000,1
119,Raise Arms,574282.875000,574284.968000,1
120,Raise Arms,574288.140000,574290.203000,1
121,Soli,574370.265000,574372.359000,0
121,Soli,574381.265000,574383.359000,1
122,Soli,574386.390000,574388.484000,1
123,Soli,574390.781000,574392.859000,0
123,Soli,574396.703000,574398.781000,1
124,Soli,574401.031000,574403.109000,1
125,Soli,574404.203000,574406.203000,1
126,Soli,574408.203000,574410.203000,1
127,Soli,574411.125000,574413.203000,0
127,Soli,574430.953000,574432.953000,0
127,Soli,574435.437000,574437.531000,0
128,Soli,574438.671000,574440.718000,0
128,Soli,574467.531000,574469.609000,1
129,Soli,574471.703000,574473.796000,1
130,Soli,574474.921000,574477.015000,1
131,Making Fist and Open,574496.046000,574498.109000,1
132,Making Fist and Open,574499.953000,574501.984000,1
133,Making Fist and Open,574503.046000,574505.093000,1
134,Making Fist and Open,574506.140000,574508.234000,1
135,Making Fist and Open,574509.296000,574511.390000,1
136,Making Fist and Open,574512.421000,574514.515000,1
137,Making Fist and Open,574515.578000,574517.640000,1
138,Making Fist and Open,574518.703000,574520.781000,1
139,Making Fist and Open,574521.859000,574523.968000,1
140,Making Fist and Open,574524.875000,574526.953000,1
141,Palm Up-Down,574538.203000,574540.265000,1
142,Palm Up-Down,574541.875000,574543.953000,1
143,Palm Up-Down,574545.171000,574547.250000,1
144,Palm Up-Down,574548.421000,574550.531000,1
145,Palm Up-Down,574551.546000,574553.640000,1
146,Palm Up-Down,574554.640000,574556.734000,1
147,Palm Up-Down,574557.812000,574559.890000,1
148,Palm Up-Down,574560.953000,574563.046000,1
149,Palm Up-Down,574563.906000,574565.906000,1
150,Palm Up-Down,574567.093000,574569.093000,1
