t_monotonic,ax,ay,az,gx,gy,gz
573424.453000,-0.654,-0.193,0.635,-27.41,77.55,33.6
573424.500000,-0.686,-0.246,0.642,-17.49,80.51,8.21
573424.546000,-0.772,-0.148,0.625,-6.26,62.93,18.43
573424.593000,-0.899,-0.22,0.744,0.21,44.71,18.68
573424.640000,-0.857,-0.222,0.65,3.69,9.0,9.55
573424.687000,-0.842,-0.23,0.583,-6.2,13.73,9.19
573424.734000,-0.883,-0.194,0.598,9.55,-9.8,1.98
573424.781000,-0.794,-0.149,0.549,1.59,3.63,-3.57
573424.828000,-0.801,-0.061,0.61,6.16,0.76,0.85
573424.875000,-0.817,-0.127,0.602,0.79,-7.05,1.5
573424.921000,-0.798,-0.166,0.592,1.77,-8.64,-4.03
573424.968000,-0.772,-0.221,0.513,0.55,-12.51,-3.97
573425.015000,-0.853,-0.178,0.583,5.37,-1.43,-10.86
573425.062000,-0.867,-0.15,0.557,-6.32,-8.27,-9.61
573425.109000,-0.882,-0.14,0.596,-15.47,-27.38,-10.07
573425.156000,-0.938,-0.067,0.609,-29.15,-51.85,-6.5
573425.203000,-0.853,-0.165,0.608,-60.34,-90.33,6.99
573425.250000,-0.728,-0.206,0.563,-28.02,-90.37,2.9
573425.296000,-0.687,-0.123,0.709,-34.64,-58.08,3.97
573425.343000,-0.612,-0.289,0.785,-25.67,-95.43,21.09
573425.390000,-0.444,-0.37,0.762,-0.34,-67.42,14.62
573425.437000,-0.393,-0.273,0.822,15.32,-32.81,2.53
573425.484000,-0.375,-0.274,0.871,24.17,-17.98,1.01
573425.531000,-0.362,-0.244,0.865,9.98,9.86,-2.44
573425.578000,-0.431,-0.246,0.905,-0.76,20.45,-1.07
573425.625000,-0.505,-0.286,0.931,-14.71,17.4,-5.31
573425.671000,-0.539,-0.283,0.922,-9.22,10.04,-9.03
573425.718000,-0.522,-0.245,0.859,-28.66,-1.59,-8.27
573425.765000,-0.527,-0.299,0.829,-50.51,14.53,-1.62
573425.812000,-0.565,-0.324,0.852,-33.6,11.99,-4.18
573425.859000,-0.575,-0.345,0.776,-37.05,8.42,-0.09
573425.906000,-0.577,-0.387,0.754,-22.95,7.72,-6.68
573425.953000,-0.565,-0.387,0.681,-30.61,19.41,-4.94
573426.000000,-0.588,-0.419,0.709,-12.57,14.37,-9.67
573426.046000,-0.558,-0.429,0.629,-8.79,16.21,-8.58
573426.093000,-0.535,-0.402,0.584,-21.21,30.46,-6.65
573426.140000,-0.554,-0.463,0.661,14.98,26.15,-5.31
573426.203000,-0.593,-0.441,0.652,24.14,45.29,-4.64
573426.250000,-0.667,-0.397,0.74,21.15,44.92,-8.12
573426.296000,-0.685,-0.378,0.702,15.72,29.11,-5.01
573426.343000,-0.696,-0.375,0.734,5.19,18.28,-2.01
573426.390000,-0.68,-0.38,0.687,-6.5,8.09,0.49
573426.437000,-0.669,-0.385,0.685,-9.7,8.7,0.85
573426.484000,-0.685,-0.386,0.651,-15.17,7.39,4.82
573426.531000,-0.675,-0.39,0.634,-21.61,8.06,4.21
573426.578000,-0.677,-0.378,0.616,-16.08,6.16,4.33
573426.625000,-0.673,-0.385,0.56,-15.59,2.35,13.4
573426.671000,-0.671,-0.378,0.556,-14.65,6.68,16.57
573426.718000,-0.71,-0.37,0.561,-22.74,8.42,22.31
573426.765000,-0.723,-0.38,0.557,-27.41,4.49,27.01
573426.812000,-0.774,-0.396,0.619,-23.04,1.01,37.54
573426.859000,-0.75,-0.41,0.627,-22.34,-2.62,39.43
573426.906000,-0.809,-0.382,0.768,1.89,6.1,47.7
573426.953000,-0.808,-0.372,0.804,5.07,-6.59,38.39
573427.000000,-0.822,-0.321,0.755,-4.88,-35.89,7.93
573427.046000,-0.805,-0.297,0.632,2.9,-39.98,5.22
573427.093000,-0.773,-0.261,0.563,-2.29,-39.22,-1.8
573427.140000,-0.777,-0.254,0.528,-12.73,-29.48,4.82
573427.187000,-0.807,-0.291,0.491,-26.34,-25.36,15.2
573427.234000,-0.797,-0.376,0.482,-35.62,-23.77,35.62
573427.281000,-0.703,-0.41,0.469,-83.35,-9.7,17.98
573427.328000,-0.665,-0.451,0.504,-87.53,1.25,7.39
573427.375000,-0.698,-0.557,0.606,-59.72,37.75,11.14
573427.421000,-0.722,-0.564,0.657,-46.08,30.24,-12.63
573427.468000,-0.661,-0.616,0.494,-8.82,16.66,-33.75
573427.515000,-0.705,-0.616,0.449,31.95,33.27,-45.9
573427.562000,-0.727,-0.651,0.45,69.0,33.88,-54.6
573427.609000,-0.668,-0.501,0.37,102.08,27.92,-63.05
573427.656000,-0.65,-0.401,0.4,93.87,39.0,-52.71
573427.703000,-0.668,-0.396,0.438,27.19,28.69,-15.11
573427.750000,-0.749,-0.694,0.475,-23.47,24.99,-4.09
573427.796000,-0.803,-0.76,0.555,4.09,28.69,-10.28
573427.843000,-0.767,-0.575,0.537,13.0,26.09,-48.25
573427.890000,-0.718,-0.399,0.547,22.92,19.96,-54.69
573427.937000,-0.639,-0.337,0.49,24.54,16.66,-41.66
573427.984000,-0.639,-0.407,0.511,21.58,19.78,-27.04
573428.031000,-0.658,-0.485,0.523,29.63,13.52,-14.04
573428.078000,-0.668,-0.57,0.503,23.59,11.96,-6.81
573428.125000,-0.691,-0.694,0.508,22.55,11.23,-10.9
573428.171000,-0.682,-0.663,0.501,23.29,9.74,-21.67
573428.218000,-0.687,-0.639,0.513,21.61,12.02,-26.15
573428.265000,-0.692,-0.629,0.494,14.95,18.92,-29.57
573428.312000,-0.655,-0.611,0.49,8.67,29.02,-40.56
573428.359000,-0.635,-0.576,0.442,-4.06,42.36,-47.98
573428.406000,-0.663,-0.554,0.439,6.26,59.88,-45.47
573428.453000,-0.67,-0.52,0.412,27.8,51.76,-29.79
573428.500000,-0.672,-0.506,0.392,40.8,56.67,-31.1
573428.546000,-0.703,-0.5,0.468,30.03,56.67,-16.21
573428.593000,-0.696,-0.527,0.431,28.2,48.01,-10.71
573428.640000,-0.685,-0.544,0.441,8.36,60.12,-11.72
573428.687000,-0.674,-0.55,0.362,25.48,44.19,0.37
573428.734000,-0.68,-0.633,0.303,6.44,78.95,-6.62
573428.781000,-0.794,-0.661,0.452,21.03,68.91,16.51
573428.828000,-0.713,-0.734,0.242,40.41,39.46,-1.68
573428.875000,-0.751,-0.628,0.38,43.24,24.99,-18.77
573428.921000,-0.717,-0.674,0.388,42.15,10.28,-20.48
573428.968000,-0.678,-0.706,0.469,49.1,-24.02,-39.25
573429.015000,-0.567,-0.482,0.555,116.37,-131.57,-20.2
573429.062000,-0.591,-0.461,0.451,79.71,-129.83,71.23
573429.109000,-0.905,-0.361,1.103,26.86,-219.58,103.98
573429.156000,-0.827,-0.283,0.699,-71.69,-345.04,127.69
573429.203000,-0.344,-0.4,0.632,-104.5,-176.52,71.6
573429.250000,-0.217,-0.384,0.639,-128.48,-41.26,78.52
573429.296000,-0.336,-0.639,0.479,-118.17,53.93,67.29
573429.343000,-0.455,-0.885,0.304,-150.79,188.73,14.37
573429.390000,-0.64,-0.949,0.353,-54.32,243.93,-28.38
573429.437000,-0.552,-0.864,-0.214,-29.66,284.22,-73.18
573429.484000,-0.784,-0.97,0.335,-12.67,272.9,-123.91
573429.531000,-0.584,-0.741,-0.14,40.93,164.71,-63.69
573429.578000,-0.611,-0.987,0.203,23.53,130.83,-73.73
573429.625000,-0.411,-1.124,0.025,-13.34,124.24,-97.9
573429.671000,-0.351,-0.976,-0.172,20.97,63.91,-99.89
573429.718000,-0.271,-1.034,-0.03,14.74,69.86,-101.9
573429.765000,-0.183,-1.054,-0.051,21.27,67.14,-98.7
573429.812000,-0.091,-1.05,-0.024,25.36,53.25,-116.09
573429.859000,-0.028,-1.007,0.007,27.47,46.24,-112.46
573429.906000,-0.033,-1.114,0.089,28.99,43.15,-117.53
573429.953000,0.09,-1.218,-0.037,31.65,38.21,-115.85
573430.000000,0.093,-1.258,0.01,32.59,35.98,-144.75
573430.046000,0.31,-1.173,0.056,51.48,32.17,-135.78
573430.093000,0.355,-0.874,0.147,51.36,30.55,-150.12
573430.140000,0.512,-0.819,0.112,56.12,35.95,-118.87
573430.187000,0.527,-0.537,0.185,43.82,44.04,-117.47
573430.234000,0.559,-0.558,0.25,32.81,49.32,-93.54
573430.281000,0.565,-0.532,0.273,20.54,42.39,-76.66
573430.328000,0.562,-0.483,0.33,13.0,27.86,-69.28
573430.375000,0.568,-0.549,0.379,12.39,9.8,-39.89
573430.421000,0.54,-0.451,0.402,16.08,-12.82,-30.12
573430.468000,0.522,-0.301,0.647,-10.9,-81.12,2.01
573430.515000,0.479,-0.267,0.697,-53.5,-344.0,37.54
573430.562000,0.169,-0.192,0.026,-27.77,-501.79,132.24
573430.609000,-0.112,-0.45,-0.793,-83.96,-560.99,221.56
573430.656000,-0.532,-0.634,-0.956,-204.72,-532.91,206.88
573430.703000,-0.065,-1.037,-1.439,-87.31,-349.89,121.92
573430.750000,-0.328,-0.741,-0.948,-37.57,-103.12,-13.67
573430.796000,-0.74,-0.375,-0.688,-3.81,-139.77,-5.71
573430.843000,-0.517,-0.55,-1.047,-26.03,-113.28,24.2
573430.890000,-0.58,-0.503,-0.846,-49.81,-29.18,16.57
573430.937000,-0.574,-0.487,-0.814,-18.13,-14.89,8.48
573430.984000,-0.56,-0.47,-0.844,5.68,33.57,2.2
573431.031000,-0.562,-0.413,-0.811,-7.11,71.47,16.11
573431.093000,-0.317,-0.628,-1.09,5.37,170.17,-5.04
573431.140000,-0.343,-0.551,-1.101,136.63,314.25,-25.09
573431.187000,-0.223,-0.573,-1.391,251.41,455.12,-30.46
573431.234000,-0.21,-0.622,-0.808,211.8,464.52,-53.59
573431.296000,0.143,-0.666,-0.047,148.41,292.18,-90.73
573431.343000,0.537,-0.788,-0.1,187.57,173.59,-89.39
573431.390000,0.508,-0.562,0.175,66.13,158.82,-121.92
573431.437000,0.591,-0.464,0.187,36.19,75.35,-14.8
573431.484000,0.639,-0.755,0.3,-7.48,66.81,-53.56
573431.531000,0.557,-0.576,0.329,-7.93,36.53,-32.17
573431.578000,0.611,-0.762,0.316,-14.1,22.43,-20.54
573431.625000,0.608,-0.635,0.322,-4.82,2.99,-23.71
573431.671000,0.658,-0.699,0.321,-6.93,-13.21,-24.72
573431.718000,0.667,-0.53,0.376,-9.92,-38.61,-11.05
573431.765000,0.554,-0.432,0.648,-63.94,-197.82,25.18
573431.812000,0.269,-0.264,0.381,-94.94,-415.69,99.58
573431.859000,-0.554,-0.482,-0.716,-66.59,-623.22,328.68
573431.906000,-0.46,-0.774,-1.33,-282.48,-518.66,227.79
573431.953000,-0.117,-0.983,-1.255,-252.36,-314.74,91.62
573432.000000,-0.241,-0.694,-1.136,-26.4,8.64,-18.62
573432.046000,-0.498,-0.342,-0.901,19.26,28.47,-23.22
573432.093000,-0.335,-0.527,-0.859,0.52,13.18,25.97
573432.140000,-0.297,-0.591,-0.806,-7.45,29.42,23.74
573432.187000,-0.261,-0.634,-0.889,10.01,40.5,2.78
573432.234000,-0.192,-0.847,-0.962,26.28,112.83,-42.63
573432.281000,-0.356,-0.9,-0.942,103.67,175.48,-95.74
573432.328000,-0.338,-1.181,-1.024,180.58,159.03,-110.97
573432.375000,-0.103,-1.763,-0.838,194.4,107.58,-158.18
573432.421000,-0.245,-1.697,-0.602,182.35,57.07,-237.22
573432.468000,0.075,-1.251,-0.7,173.22,-12.54,-334.7
573432.515000,0.17,-0.561,-0.512,116.43,3.75,-344.52
573432.562000,0.203,0.091,-0.465,115.48,-13.58,-320.32
573432.609000,0.407,0.428,-0.383,49.35,29.42,-275.64
573432.656000,0.381,0.601,-0.01,8.45,-0.79,-189.28
573432.703000,0.604,0.513,-0.156,13.0,-33.45,-133.79
573432.750000,0.699,0.579,-0.054,-46.42,-12.85,-100.92
573432.796000,0.793,0.597,-0.104,-47.61,-42.82,-29.6
573432.843000,0.831,0.209,-0.253,-25.94,-46.63,-29.73
573432.890000,0.884,0.179,-0.262,10.86,-16.97,-15.29
573432.953000,0.883,0.554,-0.401,23.04,-26.76,-15.87
573433.000000,0.768,0.215,-0.466,-13.92,16.97,-5.13
573433.046000,0.876,0.321,-0.322,2.53,-22.77,23.53
573433.093000,0.895,0.343,-0.376,-39.8,2.32,-12.3
573433.140000,0.842,0.195,-0.306,9.55,5.92,-2.14
573433.187000,0.8,0.286,-0.26,8.58,37.35,-14.56
573433.234000,0.662,0.413,-0.37,60.37,83.13,21.36
573433.281000,0.636,0.516,-0.21,56.49,107.15,41.44
573433.328000,0.46,0.913,0.287,-21.67,13.46,134.16
573433.375000,0.566,0.158,0.005,-9.34,-0.98,215.55
573433.421000,0.732,-0.598,-0.217,-36.74,-39.34,197.79
573433.468000,0.784,-0.513,-0.222,26.03,-19.23,175.42
573433.515000,0.81,-0.555,-0.374,6.32,2.29,179.08
573433.562000,0.665,-0.529,-0.167,-18.71,19.2,156.44
573433.609000,0.646,-0.759,-0.242,13.86,12.6,200.29
573433.656000,0.481,-0.833,-0.253,-9.92,65.07,165.9
573433.703000,0.289,-0.933,-0.023,17.55,76.2,206.98
573433.750000,0.23,-1.134,0.043,20.94,77.49,210.43
573433.796000,0.221,-1.338,0.177,-42.57,22.31,126.96
573433.843000,0.246,-1.414,0.033,-17.55,-29.21,96.93
573433.890000,0.319,-1.41,-0.185,13.03,-39.92,68.7
573433.937000,0.244,-1.293,-0.175,-20.05,-5.71,9.52
573433.984000,0.099,-1.149,-0.109,1.34,12.02,-4.91
573434.031000,0.046,-1.061,-0.055,8.0,14.98,-1.92
573434.078000,-0.008,-0.975,-0.016,9.25,13.64,-0.67
573434.125000,-0.006,-0.915,-0.001,-2.75,4.88,4.09
573434.171000,0.044,-0.85,0.029,-6.26,-8.27,8.18
573434.218000,0.123,-0.876,-0.062,-15.38,-26.34,2.29
573434.265000,0.145,-0.943,-0.155,-27.13,-22.06,-6.2
573434.312000,0.124,-1.129,-0.227,-21.52,-18.74,11.14
573434.359000,0.193,-1.102,-0.261,-1.98,-21.24,1.77
573434.406000,0.271,-0.947,-0.302,-8.24,-15.44,-13.28
573434.453000,0.271,-0.921,-0.328,-0.79,6.87,-5.77
573434.500000,0.211,-0.967,-0.244,7.66,28.81,2.96
573434.546000,0.152,-1.064,-0.223,11.41,32.38,8.73
573434.593000,0.106,-1.087,-0.262,11.81,49.65,-3.2
573434.640000,0.109,-0.946,-0.209,30.49,82.28,-2.14
573434.687000,0.073,-0.902,-0.138,45.96,81.55,4.58
573434.734000,0.063,-0.882,-0.104,51.97,101.44,8.06
573434.781000,0.02,-0.873,0.082,39.4,74.28,15.81
573434.828000,0.011,-0.868,0.085,43.28,57.86,29.02
573434.890000,-0.032,-0.859,0.227,16.97,25.76,39.86
573434.937000,-0.115,-0.895,0.252,-4.43,-21.0,48.71
573434.984000,-0.162,-0.986,0.227,-20.33,-37.66,34.58
573435.031000,-0.137,-1.032,0.159,-20.54,-46.97,20.08
573435.078000,-0.03,-1.049,0.022,-12.91,-36.59,9.19
573435.125000,0.002,-1.015,-0.001,-4.97,-23.04,7.39
573435.171000,0.015,-0.994,0.028,1.28,-11.6,22.49
573435.218000,0.008,-1.033,0.008,-2.56,-6.16,20.75
573435.265000,0.027,-1.029,-0.038,-20.29,12.79,9.95
573435.312000,-0.001,-1.078,-0.063,-49.65,42.6,-11.08
573435.359000,0.004,-1.011,-0.002,-15.08,45.9,-14.1
573435.406000,-0.035,-1.027,-0.042,9.22,54.72,12.7
573435.453000,-0.066,-1.029,0.02,62.11,53.38,43.67
573435.500000,-0.084,-1.007,0.042,63.48,59.11,53.22
573435.546000,-0.131,-1.022,0.052,80.14,58.78,48.25
573435.593000,-0.225,-0.993,0.213,77.88,59.72,43.43
573435.640000,-0.275,-0.952,0.186,81.3,65.55,44.43
573435.703000,-0.341,-0.891,0.203,72.33,66.56,52.37
573435.750000,-0.47,-0.878,0.375,43.15,61.83,31.4
573435.796000,-0.435,-0.859,0.272,32.47,55.02,14.16
573435.843000,-0.464,-0.781,0.311,29.42,48.07,11.9
573435.890000,-0.455,-0.849,0.322,21.06,40.44,11.2
573435.937000,-0.462,-0.882,0.318,8.06,32.81,-9.49
573435.984000,-0.438,-0.897,0.294,0.31,29.51,-25.79
573436.031000,-0.417,-0.863,0.318,-3.51,26.76,-20.39
573436.078000,-0.386,-0.953,0.303,-11.66,28.84,-41.81
573436.125000,-0.395,-0.944,0.283,-16.75,28.11,-67.87
573436.171000,-0.388,-0.926,0.329,-23.59,16.27,-92.14
573436.218000,-0.378,-0.924,0.33,-25.88,-11.02,-84.17
573436.265000,-0.229,-1.022,0.256,-48.4,-32.93,-88.87
573436.312000,-0.285,-0.87,0.463,-31.77,-83.22,-62.53
573436.359000,-0.205,-0.943,0.228,28.23,-240.36,43.0
573436.406000,0.059,-1.121,0.023,76.85,-77.18,38.3
573436.453000,-0.117,-0.948,0.345,119.21,-84.69,63.78
573436.500000,-0.19,-0.93,0.498,166.05,-8.7,102.94
573436.562000,-0.344,-0.721,0.624,200.66,-45.59,142.37
573436.609000,-0.422,-0.694,0.767,147.25,-37.35,114.9
573436.656000,-0.417,-0.545,0.742,63.14,-54.32,49.1
573436.703000,-0.331,-0.494,0.699,12.6,-43.98,14.71
573436.750000,-0.248,-0.527,0.628,-31.25,-16.51,-19.81
573436.796000,-0.189,-0.612,0.554,-76.97,37.08,-52.06
573436.843000,-0.206,-0.727,0.543,-110.54,86.52,-101.6
573436.890000,-0.281,-0.801,0.593,-142.12,106.11,-149.69
573436.937000,-0.314,-0.838,0.573,-126.26,96.41,-144.32
573436.984000,-0.184,-0.958,0.477,-93.2,73.95,-124.91
573437.031000,-0.05,-1.096,0.234,-1.07,24.81,-152.13
573437.078000,-0.033,-1.151,0.497,-91.68,55.45,-240.67
573437.125000,0.149,-0.774,0.372,-101.44,14.22,-155.1
573437.171000,0.32,-0.916,0.316,-143.35,-24.51,-132.39
573437.218000,0.29,-0.685,0.393,-190.34,-143.59,-115.51
573437.265000,0.031,-0.385,0.086,-207.65,-344.71,10.93
573437.312000,-0.315,-0.504,-0.666,-209.72,-457.44,135.75
573437.359000,-0.415,-0.666,-0.922,-252.69,-419.14,93.02
573437.406000,-0.235,-0.835,-1.169,-163.95,-260.54,68.67
573437.453000,-0.245,-0.652,-1.122,-10.04,-57.99,4.03
573437.500000,-0.43,-0.408,-1.026,24.93,6.84,1.83
573437.546000,-0.393,-0.494,-0.856,10.28,22.98,24.38
573437.593000,-0.284,-0.695,-0.976,7.63,74.43,5.62
573437.640000,-0.064,-0.814,-1.258,110.66,217.14,-37.11
573437.687000,-0.243,-0.573,-0.997,188.18,338.48,-32.78
573437.734000,-0.003,-0.664,-1.014,176.58,342.36,-24.05
573437.781000,0.115,-0.756,-0.416,137.79,268.93,-11.75
573437.828000,0.138,-0.802,0.039,52.71,189.76,-30.73
573437.875000,0.292,-0.757,-0.119,25.24,69.22,-35.37
573437.921000,0.378,-0.775,-0.181,17.61,26.4,-30.0
573437.968000,0.415,-0.748,-0.101,-6.38,7.78,-19.75
573438.015000,0.382,-0.729,-0.091,-46.63,-53.07,-6.5
573438.062000,0.257,-0.72,0.197,-76.45,-220.31,1.46
573438.109000,-0.358,-0.372,-0.167,-70.25,-471.69,38.3
573438.156000,-0.751,-0.418,-1.007,-218.73,-564.47,123.87
573438.203000,-0.585,-0.707,-1.443,-250.77,-447.37,108.89
573438.250000,-0.161,-0.832,-1.398,-39.12,-47.21,8.39
573438.296000,-0.572,-0.377,-1.205,65.0,75.62,-33.08
573438.343000,-0.212,-0.576,-1.2,88.6,224.8,-7.9
573438.390000,-0.223,-0.715,-1.13,158.06,403.82,-14.92
573438.437000,-0.357,-0.522,-1.155,184.51,478.04,-20.66
573438.484000,0.015,-0.678,-0.537,183.72,356.85,-0.4
573438.531000,0.136,-0.819,-0.039,93.75,225.78,-37.05
573438.578000,0.231,-0.734,0.039,46.48,134.83,-44.04
573438.625000,0.446,-0.763,-0.198,40.77,77.03,-44.77
573438.671000,0.545,-0.783,-0.177,44.77,60.21,-37.57
573438.718000,0.618,-0.83,-0.102,42.79,72.6,-20.97
573438.765000,0.602,-0.866,0.028,48.34,59.63,-21.0
573438.812000,0.624,-0.815,0.082,37.17,56.89,-29.24
573438.875000,0.637,-0.811,0.166,35.49,45.23,-22.25
573438.921000,0.684,-0.818,0.133,25.67,50.72,-25.82
573438.968000,0.587,-0.698,0.266,20.17,46.75,-17.12
573439.015000,0.605,-0.842,0.301,21.21,47.85,-19.87
573439.062000,0.623,-0.794,0.321,24.6,43.46,-26.86
573439.109000,0.654,-0.807,0.321,30.3,43.34,-38.36
573439.156000,0.644,-0.725,0.379,28.99,34.33,-58.05
573439.203000,0.697,-0.82,0.318,37.54,32.14,-52.43
573439.250000,0.614,-0.638,0.36,48.71,32.84,-88.29
573439.296000,0.584,-0.437,0.416,52.4,28.41,-66.99
573439.343000,0.549,-0.188,0.448,46.21,10.41,-60.3
573439.390000,0.551,-0.178,0.479,26.67,-8.61,-39.06
573439.437000,0.595,-0.141,0.518,3.94,-24.51,-21.45
573439.484000,0.667,-0.283,0.492,-8.51,-40.65,4.39
573439.531000,0.788,-0.479,0.414,-24.69,-64.03,-9.46
573439.578000,0.96,-0.495,0.361,-1.77,-38.06,-2.04
573439.625000,0.886,-0.322,0.389,-8.33,-44.22,-11.78
573439.671000,0.86,-0.282,0.461,3.94,-44.04,13.0
573439.718000,0.765,-0.16,0.627,-16.51,-137.18,36.74
573439.765000,0.777,-0.251,0.291,-21.39,-223.27,72.39
573439.812000,0.589,-0.305,0.37,7.69,-325.97,111.76
573439.859000,0.098,-0.44,-0.2,38.24,-451.7,256.51
573439.906000,-0.25,-0.708,-0.849,-77.79,-484.97,258.86
573439.953000,-0.084,-0.854,-1.027,-216.13,-329.69,164.74
573440.000000,0.063,-0.936,-1.158,-136.78,-152.23,95.03
573440.046000,-0.159,-0.736,-1.211,-39.06,-42.33,23.53
573440.093000,-0.313,-0.541,-0.957,39.16,0.52,12.7
573440.140000,0.045,-0.95,-1.036,49.78,51.91,-16.08
573440.187000,0.08,-0.919,-0.983,163.91,193.43,-53.71
573440.234000,0.008,-0.749,-0.994,334.39,394.63,-45.17
573440.281000,-0.498,-0.635,-0.935,-62.38,656.42,-74.07
573440.328000,0.093,-0.746,0.235,113.1,285.93,-34.21
573440.375000,0.082,-0.91,0.552,10.41,106.81,-65.25
573440.421000,0.299,-0.725,0.146,6.62,9.22,-41.17
573440.468000,0.514,-0.702,-0.114,30.21,-65.1,-7.54
573440.515000,0.614,-0.786,-0.075,84.57,-51.42,34.24
573440.562000,0.541,-0.725,0.041,104.04,-65.28,99.95
573440.609000,0.292,-0.885,0.15,232.37,-149.45,253.98
573440.656000,-0.071,-0.972,0.628,229.1,-79.47,331.68
573440.703000,-0.226,-0.788,0.332,314.46,-96.41,389.29
573440.750000,-0.562,-0.918,0.975,136.6,-47.0,236.52
573440.796000,-0.485,-0.762,0.427,101.47,-75.56,172.19
573440.843000,-0.539,-0.685,0.958,58.11,-65.49,129.22
573440.890000,-0.342,-0.612,0.416,76.39,-66.47,126.8
573440.937000,-0.5,-0.526,0.91,30.27,-47.91,94.55
573440.984000,-0.365,-0.612,0.69,10.86,-26.67,82.4
573441.031000,-0.411,-0.474,0.72,21.52,-39.52,69.46
573441.078000,-0.373,-0.421,0.692,12.15,-16.48,59.79
573441.125000,-0.378,-0.424,0.729,-20.45,-8.58,39.52
573441.171000,-0.394,-0.409,0.728,-17.64,12.02,27.92
573441.218000,-0.478,-0.458,0.839,-7.54,21.82,26.8
573441.265000,-0.57,-0.52,0.788,-22.22,29.21,4.55
573441.312000,-0.559,-0.678,0.702,-44.37,43.09,-24.23
573441.359000,-0.429,-0.851,0.55,-77.03,49.47,-96.44
573441.406000,-0.389,-0.895,0.473,-75.01,67.38,-130.68
573441.453000,-0.342,-0.793,0.447,-52.28,97.9,-143.19
573441.500000,-0.443,-0.442,0.474,-9.95,116.21,-114.41
573441.546000,-0.701,-0.341,0.661,62.69,141.36,15.87
573441.593000,-0.805,-0.418,0.788,109.2,128.06,78.01
573441.640000,-0.99,-0.436,0.831,-12.73,80.69,-39.7
573441.687000,-0.905,-0.417,0.79,-45.99,21.09,-43.34
573441.734000,-0.724,-0.491,0.617,-40.01,-7.97,-22.37
573441.781000,-0.693,-0.591,0.553,-55.97,2.23,-17.61
573441.828000,-0.592,-0.68,0.478,-41.93,-10.68,-10.77
573441.875000,-0.524,-0.689,0.429,-50.08,-13.28,-34.52
573441.921000,-0.499,-0.694,0.407,-66.13,6.5,-47.43
573441.968000,-0.488,-0.786,0.442,-52.92,2.38,-22.98
573442.015000,-0.48,-0.892,0.391,-51.88,12.67,-27.34
573442.062000,-0.46,-0.994,0.398,-56.15,10.32,-31.95
573442.109000,-0.428,-1.031,0.322,-40.83,13.34,-29.33
573442.156000,-0.434,-1.109,0.254,-36.44,39.8,-30.58
573442.203000,-0.458,-1.204,0.221,-17.58,31.68,-62.44
573442.250000,-0.46,-1.201,0.193,-20.48,23.22,-97.99
573442.296000,-0.421,-1.185,0.186,-25.67,15.78,-137.3
