t_monotonic,event,trial_index,gesture,note
508904.343000,trial_end,68,Bye-Bye,
508905.640000,trial_accept,68,Bye-Bye,
508906.546000,trial_start,69,Bye-Bye,
508908.593000,trial_end,69,Bye-Bye,
508910.718000,trial_accept,69,Bye-Bye,
508911.734000,trial_start,70,Bye-Bye,
508913.796000,trial_end,70,Bye-Bye,
508915.468000,trial_accept,70,Bye-Bye,
508921.078000,trial_start,71,One-Arm Boxing,
508923.140000,trial_end,71,One-Arm Boxing,
508924.859000,trial_accept,71,One-Arm Boxing,
508926.343000,trial_start,72,One-Arm Boxing,
508928.406000,trial_end,72,One-Arm Boxing,
508929.640000,trial_accept,72,One-Arm Boxing,
508931.093000,trial_start,73,One-Arm Boxing,
508933.156000,trial_end,73,One-Arm Boxing,
508934.203000,trial_accept,73,One-Arm Boxing,
508935.265000,trial_start,74,One-Arm Boxing,
508937.312000,trial_end,74,One-Arm Boxing,
508938.171000,trial_accept,74,One-Arm Boxing,
508939.296000,trial_start,75,One-Arm Boxing,
508941.390000,trial_end,75,One-Arm Boxing,
508942.156000,trial_accept,75,One-Arm Boxing,
508943.375000,trial_start,76,One-Arm Boxing,
508945.453000,trial_end,76,One-Arm Boxing,
508946.562000,trial_accept,76,One-Arm Boxing,
508947.734000,trial_start,77,One-Arm Boxing,
508949.796000,trial_end,77,One-Arm Boxing,
508951.609000,trial_accept,77,One-Arm Boxing,
508953.328000,trial_start,78,One-Arm Boxing,
508955.328000,trial_end,78,One-Arm Boxing,
508956.156000,trial_accept,78,One-Arm Boxing,
508957.718000,trial_start,79,One-Arm Boxing,
508959.765000,trial_end,79,One-Arm Boxing,
508960.781000,trial_accept,79,One-Arm Boxing,
508962.265000,trial_start,80,One-Arm Boxing,
508964.343000,trial_end,80,One-Arm Boxing,
508965.687000,trial_accept,80,One-Arm Boxing,
508970.015000,trial_start,81,Clapping,
508972.093000,trial_end,81,Clapping,
508972.968000,trial_accept,81,Clapping,
508973.406000,trial_start,82,Clapping,
508975.406000,trial_end,82,Clapping,
508976.125000,trial_accept,82,Clapping,
508976.453000,trial_start,83,Clapping,
508978.546000,trial_end,83,Clapping,
508979.406000,trial_accept,83,Clapping,
508979.765000,trial_start,84,Clapping,
508981.828000,trial_end,84,Clapping,
508982.718000,trial_accept,84,Clapping,
508983.156000,trial_start,85,Clapping,
508985.218000,trial_end,85,Clapping,
508985.968000,trial_accept,85,Clapping,
508986.390000,trial_start,86,Clapping,
508988.453000,trial_end,86,Clapping,
508989.281000,trial_accept,86,Clapping,
508989.687000,trial_start,87,Clapping,
508991.750000,trial_end,87,Clapping,
508992.609000,trial_accept,87,Clapping,
508992.937000,trial_start,88,Clapping,
508995.015000,trial_end,88,Clapping,
508995.828000,trial_accept,88,Clapping,
508996.312000,trial_start,89,Clapping,
508998.359000,trial_end,89,Clapping,
508999.187000,trial_accept,89,Clapping,
508999.671000,trial_start,90,Clapping,
509001.765000,trial_end,90,Clapping,
509003.062000,trial_accept,90,Clapping,
509017.593000,trial_start,91,Two-Arm Boxing,
509019.671000,trial_end,91,Two-Arm Boxing,
509021.203000,trial_accept,91,Two-Arm Boxing,
509022.484000,trial_start,92,Two-Arm Boxing,
509024.515000,trial_end,92,Two-Arm Boxing,
509026.312000,trial_accept,92,Two-Arm Boxing,
509027.015000,trial_start,93,Two-Arm Boxing,
509029.093000,trial_end,93,Two-Arm Boxing,
509030.078000,trial_reject,93,Two-Arm Boxing,repeat requested
509032.375000,trial_start,93,Two-Arm Boxing,
509034.468000,trial_end,93,Two-Arm Boxing,
509035.765000,trial_accept,93,Two-Arm Boxing,
509037.609000,trial_start,94,Two-Arm Boxing,
509039.687000,trial_end,94,Two-Arm Boxing,
509040.734000,trial_accept,94,Two-Arm Boxing,
509042.515000,trial_start,95,Two-Arm Boxing,
509044.609000,trial_end,95,Two-Arm Boxing,
509045.468000,trial_accept,95,Two-Arm Boxing,
509047.171000,trial_start,96,Two-Arm Boxing,
509049.250000,trial_end,96,Two-Arm Boxing,
509050.296000,trial_accept,96,Two-Arm Boxing,
509051.906000,trial_start,97,Two-Arm Boxing,
509053.984000,trial_end,97,Two-Arm Boxing,
509054.781000,trial_accept,97,Two-Arm Boxing,
509056.359000,trial_start,98,Two-Arm Boxing,
509058.406000,trial_end,98,Two-Arm Boxing,
509060.015000,trial_accept,98,Two-Arm Boxing,
509061.828000,trial_start,99,Two-Arm Boxing,
509063.890000,trial_end,99,Two-Arm Boxing,
509064.796000,trial_accept,99,Two-Arm Boxing,
509066.765000,trial_start,100,Two-Arm Boxing,
509068.843000,trial_end,100,Two-Arm Boxing,
509069.562000,trial_accept,100,Two-Arm Boxing,
509079.546000,trial_start,101,T-Arm,
509081.609000,trial_end,101,T-Arm,
509084.250000,trial_accept,101,T-Arm,
509087.328000,trial_start,102,T-Arm,
509089.421000,trial_end,102,T-Arm,
509090.328000,trial_accept,102,T-Arm,
509091.968000,trial_start,103,T-Arm,
509094.031000,trial_end,103,T-Arm,
509094.921000,trial_accept,103,T-Arm,
509096.781000,trial_start,104,T-Arm,
509098.781000,trial_end,104,T-Arm,
509099.687000,trial_accept,104,T-Arm,
509101.687000,trial_start,105,T-Arm,
509103.687000,trial_end,105,T-Arm,
509104.484000,trial_accept,105,T-Arm,
509106.453000,trial_start,106,T-Arm,
509108.500000,trial_end,106,T-Arm,
509109.359000,trial_accept,106,T-Arm,
509111.078000,trial_start,107,T-Arm,
509113.156000,trial_end,107,T-Arm,
509114.328000,trial_accept,107,T-Arm,
509116.000000,trial_start,108,T-Arm,
509118.046000,trial_end,108,T-Arm,
509119.078000,trial_accept,108,T-Arm,
509120.609000,trial_start,109,T-Arm,
509122.703000,trial_end,109,T-Arm,
509123.921000,trial_accept,109,T-Arm,
509126.703000,trial_start,110,T-Arm,
509128.781000,trial_end,110,T-Arm,
509130.171000,trial_accept,110,T-Arm,
509153.546000,trial_start,111,Raise Arms,
509155.609000,trial_end,111,Raise Arms,
509172.609000,trial_accept,111,Raise Arms,
509181.656000,trial_start,112,Raise Arms,
509183.687000,trial_end,112,Raise Arms,
509184.890000,trial_accept,112,Raise Arms,
509186.218000,trial_start,113,Raise Arms,
509188.281000,trial_end,113,Raise Arms,
509189.359000,trial_accept,113,Raise Arms,
509191.281000,trial_start,114,Raise Arms,
509193.312000,trial_end,114,Raise Arms,
509194.156000,trial_accept,114,Raise Arms,
509196.687000,trial_start,115,Raise Arms,
509198.781000,trial_end,115,Raise Arms,
509199.625000,trial_accept,115,Raise Arms,
509201.671000,trial_start,116,Raise Arms,
509203.734000,trial_end,116,Raise Arms,
509204.625000,trial_accept,116,Raise Arms,
509206.890000,trial_start,117,Raise Arms,
509208.984000,trial_end,117,Raise Arms,
509210.375000,trial_accept,117,Raise Arms,
509212.750000,trial_start,118,Raise Arms,
509214.796000,trial_end,118,Raise Arms,
509215.812000,trial_accept,118,Raise Arms,
509217.812000,trial_start,119,Raise Arms,
509219.859000,trial_end,119,Raise Arms,
509221.046000,trial_accept,119,Raise Arms,
509223.234000,trial_start,120,Raise Arms,
509225.312000,trial_end,120,Raise Arms,
509227.156000,trial_accept,120,Raise Arms,
509239.843000,trial_start,121,Soli,
509241.921000,trial_end,121,Soli,
509243.125000,trial_accept,121,Soli,
509244.890000,trial_start,122,Soli,
509246.953000,trial_end,122,Soli,
509247.781000,trial_accept,122,Soli,
509249.109000,trial_start,123,Soli,
509251.156000,trial_end,123,Soli,
509251.984000,trial_accept,123,Soli,
509253.328000,trial_start,124,Soli,
509255.375000,trial_end,124,Soli,
509256.265000,trial_accept,124,Soli,
509257.562000,trial_start,125,Soli,
509259.609000,trial_end,125,Soli,
509260.531000,trial_accept,125,Soli,
509262.125000,trial_start,126,Soli,
509264.171000,trial_end,126,Soli,
509265.046000,trial_accept,126,Soli,
509266.156000,trial_start,127,Soli,
509268.250000,trial_end,127,Soli,
509269.328000,trial_accept,127,Soli,
509270.906000,trial_start,128,Soli,
509272.937000,trial_end,128,Soli,
509273.859000,trial_accept,128,Soli,
509275.578000,trial_start,129,Soli,
509277.656000,trial_end,129,Soli,
509278.734000,trial_accept,129,Soli,
509280.546000,trial_start,130,Soli,
509282.609000,trial_end,130,Soli,
509284.109000,trial_accept,130,Soli,
509291.921000,trial_start,131,Making Fist and Open,
509293.937000,trial_end,131,Making Fist and Open,
509295.078000,trial_accept,131,Making Fist and Open,
509295.781000,trial_start,132,Making Fist and Open,
509297.828000,trial_end,132,Making Fist and Open,
509298.656000,trial_accept,132,Making Fist and Open,
509299.218000,trial_start,133,Making Fist and Open,
509301.296000,trial_end,133,Making Fist and Open,
509302.296000,trial_accept,133,Making Fist and Open,
509302.843000,trial_start,134,Making Fist and Open,
509304.921000,trial_end,134,Making Fist and Open,
509305.796000,trial_accept,134,Making Fist and Open,
509306.203000,trial_start,135,Making Fist and Open,
509308.234000,trial_end,135,Making Fist and Open,
509309.140000,trial_accept,135,Making Fist and Open,
509309.609000,trial_start,136,Making Fist and Open,
509311.656000,trial_end,136,Making Fist and Open,
509312.609000,trial_accept,136,Making Fist and Open,
509313.000000,trial_start,137,Making Fist and Open,
509315.046000,trial_end,137,Making Fist and Open,
509315.859000,trial_accept,137,Making Fist and Open,
509316.343000,trial_start,138,Making Fist and Open,
509318.406000,trial_end,138,Making Fist and Open,
509319.953000,trial_accept,138,Making Fist and Open,
509320.421000,trial_start,139,Making Fist and Open,
509322.515000,trial_end,139,Making Fist and Open,
509324.484000,trial_accept,139,Making Fist and Open,
509325.015000,trial_start,140,Making Fist and Open,
509327.078000,trial_end,140,Making Fist and Open,
509328.703000,trial_accept,140,Making Fist and Open,
509337.093000,trial_start,141,Palm Up-Down,
509339.140000,trial_end,141,Palm Up-Down,
509340.187000,trial_accept,141,Palm Up-Down,
509340.843000,trial_start,142,Palm Up-Down,
509342.906000,trial_end,142,Palm Up-Down,
509343.750000,trial_accept,142,Palm Up-Down,
509344.156000,trial_start,143,Palm Up-Down,
509346.250000,trial_end,143,Palm Up-Down,
509347.046000,trial_accept,143,Palm Up-Down,
509347.390000,trial_start,144,Palm Up-Down,
509349.453000,trial_end,144,Palm Up-Down,
509350.234000,trial_accept,144,Palm Up-Down,
509350.578000,trial_start,145,Palm Up-Down,
509352.640000,trial_end,145,Palm Up-Down,
509353.453000,trial_accept,145,Palm Up-Down,
509353.781000,trial_start,146,Palm Up-Down,
509355.843000,trial_end,146,Palm Up-Down,
509356.593000,trial_accept,146,Palm Up-Down,
509356.921000,trial_start,147,Palm Up-Down,
509358.984000,trial_end,147,Palm Up-Down,
509359.828000,trial_accept,147,Palm Up-Down,
509360.218000,trial_start,148,Palm Up-Down,
509362.265000,trial_end,148,Palm Up-Down,
509363.218000,trial_accept,148,Palm Up-Down,
509363.593000,trial_start,149,Palm Up-Down,
509365.703000,trial_end,149,Palm Up-Down,
509366.703000,trial_accept,149,Palm Up-Down,
509367.109000,trial_start,150,Palm Up-Down,
509369.171000,trial_end,150,Palm Up-Down,
509370.953000,trial_accept,150,Palm Up-Down,
