trial_index,gesture,t_start,t_end,accepted
66,Bye-Bye,510135.390000,510137.468000,1
67,Bye-Bye,510139.937000,510142.000000,1
68,Bye-Bye,510143.468000,510145.531000,1
69,Bye-Bye,510148.421000,510150.468000,1
70,Bye-Bye,510153.062000,510155.156000,1
71,One-Arm Boxing,510169.828000,510171.890000,1
72,One-Arm Boxing,510175.187000,510177.234000,1
73,One-Arm Boxing,510180.437000,510182.515000,1
74,One-Arm Boxing,510185.625000,510187.703000,1
75,One-Arm Boxing,510190.859000,510192.953000,1
76,One-Arm Boxing,510196.187000,510198.281000,1
77,One-Arm Boxing,510201.203000,510203.281000,1
78,One-Arm Boxing,510210.015000,510212.062000,1
79,One-Arm Boxing,510214.828000,510216.890000,1
80,One-Arm Boxing,510219.828000,510221.859000,1
81,Clapping,510227.078000,510229.125000,1
82,Clapping,510231.578000,510233.656000,1
83,Clapping,510235.421000,510237.468000,1
84,Clapping,510239.906000,510241.921000,1
85,Clapping,510243.734000,510245.796000,1
86,Clapping,510248.718000,510250.812000,1
87,Clapping,510252.906000,510254.984000,1
88,Clapping,510256.921000,510258.968000,1
89,Clapping,510260.671000,510262.718000,1
90,Clapping,510264.656000,510266.687000,1
91,Two-Arm Boxing,510290.515000,510292.609000,1
92,Two-Arm Boxing,510297.515000,510299.562000,1
93,Two-Arm Boxing,510304.203000,510306.281000,1
94,Two-Arm Boxing,510309.296000,510311.390000,1
95,Two-Arm Boxing,510314.421000,510316.500000,1
96,Two-Arm Boxing,510319.828000,510321.906000,1
97,Two-Arm Boxing,510325.828000,510327.890000,1
98,Two-Arm Boxing,510331.687000,510333.781000,1
99,Two-Arm Boxing,510347.546000,510349.640000,1
100,Two-Arm Boxing,510356.562000,510358.640000,1
101,T-Arm,510369.000000,510371.062000,1
102,T-Arm,510387.218000,510389.296000,1
103,T-Arm,510394.375000,510396.437000,1
104,T-Arm,510400.000000,510402.046000,1
105,T-Arm,510405.656000,510407.765000,1
106,T-Arm,510411.718000,510413.812000,1
107,T-Arm,510417.218000,510419.281000,1
108,T-Arm,510423.109000,510425.187000,1
109,T-Arm,510432.968000,510435.046000,1
110,T-Arm,510439.593000,510441.671000,1
111,Raise Arms,510468.000000,510470.093000,0
111,Raise Arms,510495.875000,510497.937000,1
112,Raise Arms,510504.312000,510506.375000,1
113,Raise Arms,510515.187000,510517.281000,1
114,Raise Arms,510539.343000,510541.343000,1
115,Raise Arms,510548.203000,510550.234000,1
116,Raise Arms,510579.156000,510581.218000,1
117,Raise Arms,510584.000000,510586.062000,1
118,Raise Arms,510589.187000,510591.265000,1
119,Raise Arms,510594.953000,510596.984000,1
120,Raise Arms,510600.765000,510602.859000,1
121,Soli,510612.390000,510614.468000,1
122,Soli,510617.687000,510619.718000,1
123,Soli,510621.875000,510623.953000,1
124,Soli,510625.984000,510628.015000,1
125,Soli,510636.546000,510638.640000,1
126,Soli,510642.890000,510644.937000,1
127,Soli,510646.843000,510648.906000,1
128,Soli,510650.890000,510652.984000,1
129,Soli,510657.531000,510659.609000,1
130,Soli,510661.359000,510663.359000,1
131,Making Fist and Open,510669.281000,510671.375000,1
132,Making Fist and Open,510678.468000,510680.515000,1
133,Making Fist and Open,510682.671000,510684.765000,1
134,Making Fist and Open,510687.125000,510689.156000,1
135,Making Fist and Open,510691.781000,510693.843000,1
136,Making Fist and Open,510696.078000,510698.156000,1
137,Making Fist and Open,510700.156000,510702.203000,1
138,Making Fist and Open,510705.250000,510707.343000,1
139,Making Fist and Open,510709.609000,510711.687000,1
140,Making Fist and Open,510713.781000,510715.875000,1
141,Palm Up-Down,510723.406000,510725.484000,1
142,Palm Up-Down,510727.375000,510729.468000,1
143,Palm Up-Down,510731.187000,510733.203000,1
144,Palm Up-Down,510736.359000,510738.390000,1
145,Palm Up-Down,510739.875000,510741.968000,1
146,Palm Up-Down,510743.328000,510745.390000,1
147,Palm Up-Down,510746.781000,510748.859000,1
148,Palm Up-Down,510752.546000,510754.625000,1
149,Palm Up-Down,510756.843000,510758.906000,1
150,Palm Up-Down,510760.937000,510763.031000,1
