t_monotonic,ax,ay,az,gx,gy,gz
509631.218000,-0.967,-0.002,-0.213,-2.56,1.07,2.69
509631.265000,-0.979,-0.008,-0.207,0.43,2.29,2.01
509631.312000,-0.973,-0.003,-0.207,1.1,-1.83,1.22
509631.359000,-0.963,0.004,-0.223,-0.73,-0.24,2.2
509631.406000,-0.972,-0.007,-0.218,-2.96,1.31,2.84
509631.453000,-0.976,-0.015,-0.216,-0.55,0.64,0.79
509631.500000,-0.974,-0.005,-0.212,0.37,0.89,-0.82
509631.546000,-0.972,-0.008,-0.213,-0.43,-0.06,-0.89
509631.593000,-0.977,-0.004,-0.217,2.59,0.4,-1.53
509631.640000,-0.971,0.002,-0.206,0.73,1.25,-1.8
509631.687000,-0.967,0.0,-0.207,0.73,-0.18,-0.92
509631.734000,-0.968,-0.02,-0.212,3.48,0.55,-0.43
509631.781000,-0.979,-0.005,-0.197,3.66,0.37,-1.62
509631.828000,-0.969,-0.005,-0.207,0.43,-2.29,-1.28
509631.875000,-0.97,0.003,-0.209,-0.34,-0.98,-0.92
509631.921000,-0.97,-0.003,-0.209,-2.59,-1.13,0.21
509631.968000,-0.973,-0.006,-0.206,-1.8,-0.95,0.76
509632.015000,-0.977,-0.015,-0.205,-1.25,-1.46,1.59
509632.062000,-0.976,-0.026,-0.204,2.56,-2.78,2.47
509632.109000,-0.966,-0.042,-0.205,5.07,-0.76,2.87
509632.156000,-0.98,-0.026,-0.204,-0.31,-0.03,1.43
509632.203000,-0.979,-0.017,-0.201,-12.73,2.26,-1.68
509632.250000,-0.973,-0.002,-0.193,-17.37,3.02,-3.66
509632.296000,-0.977,0.016,-0.201,-16.97,2.26,-3.14
509632.343000,-0.981,0.016,-0.202,-15.59,1.43,-2.75
509632.390000,-0.975,0.01,-0.208,-7.63,-0.92,-2.29
509632.437000,-0.971,0.009,-0.213,-2.5,-3.54,-0.85
509632.484000,-0.978,-0.001,-0.217,-2.47,-1.53,-0.24
509632.531000,-0.973,-0.014,-0.204,-3.45,0.98,-1.86
509632.578000,-0.975,0.003,-0.198,-4.15,1.4,-2.59
509632.625000,-0.972,0.002,-0.197,-5.8,0.85,-2.53
509632.687000,-0.981,0.007,-0.201,-0.31,0.4,-1.98
509632.734000,-0.986,-0.006,-0.192,2.81,-1.46,-2.38
509632.781000,-0.974,-0.003,-0.204,5.37,-3.88,-2.99
509632.828000,-0.991,-0.083,-0.225,9.95,1.56,-5.16
509632.875000,-1.257,-0.673,-0.208,26.64,43.34,-63.63
509632.921000,-1.631,-0.952,-0.225,17.4,82.92,-222.08
509632.968000,-1.607,-1.02,-0.63,57.41,22.74,-338.05
509633.015000,-1.292,-1.357,-0.718,26.31,101.32,-383.65
509633.062000,-0.955,-1.29,-0.734,38.85,77.52,-417.77
509633.109000,-0.577,-1.111,-0.956,39.74,153.51,-420.67
509633.156000,-0.513,-0.966,-0.84,11.29,231.24,-426.56
509633.203000,-0.343,-0.689,-0.769,15.32,287.64,-384.96
509633.250000,-0.227,-0.166,-0.238,-21.79,303.96,-339.34
509633.296000,-0.178,-0.068,0.192,-33.85,304.67,-239.39
509633.343000,0.009,-0.085,0.699,-20.02,215.0,-179.91
509633.390000,0.184,0.197,0.806,-35.43,102.94,-101.14
509633.437000,0.452,0.156,0.675,-13.79,8.12,-36.13
509633.484000,0.686,0.004,0.455,-25.12,-44.07,15.02
509633.531000,0.888,-0.157,0.293,-19.62,-28.02,15.32
509633.578000,0.922,-0.159,0.437,-17.52,1.4,14.1
509633.625000,0.866,-0.089,0.551,-14.13,-18.01,6.81
509633.671000,0.82,-0.034,0.563,-4.09,-34.46,21.7
509633.718000,0.934,-0.283,0.304,-20.75,-51.88,7.84
509633.765000,0.986,-0.259,0.261,-7.17,-20.63,-1.46
509633.812000,0.955,-0.094,0.324,-13.0,1.28,-11.51
509633.875000,0.914,-0.064,0.333,-21.06,6.78,-2.32
509633.921000,0.923,-0.253,0.294,-14.13,10.68,7.66
509633.968000,0.91,-0.239,0.374,-9.7,20.97,-4.82
509634.015000,0.899,-0.194,0.413,-1.07,21.58,-9.64
509634.062000,0.885,-0.17,0.427,1.95,22.34,-10.38
509634.109000,0.878,-0.16,0.429,5.62,21.06,-8.64
509634.156000,0.874,-0.136,0.432,1.04,18.86,-7.51
509634.203000,0.872,-0.114,0.425,4.39,18.25,-5.25
509634.250000,0.875,-0.114,0.446,-1.74,19.78,-5.43
509634.296000,0.873,-0.135,0.447,-1.19,19.93,-2.87
509634.343000,0.846,-0.102,0.512,-1.07,17.91,-4.73
509634.390000,0.845,-0.126,0.498,0.31,8.88,0.85
509634.437000,0.844,-0.151,0.516,-6.38,7.57,-1.89
509634.484000,0.843,-0.132,0.528,0.55,7.32,0.85
509634.531000,0.847,-0.137,0.527,-1.4,-1.13,-1.07
509634.578000,0.85,-0.134,0.494,1.95,-2.2,1.28
509634.640000,0.854,-0.133,0.485,-3.23,-3.2,1.53
509634.687000,0.851,-0.128,0.482,-1.83,-2.78,3.78
509634.734000,0.854,-0.155,0.493,-1.89,2.11,1.62
509634.781000,0.855,-0.136,0.496,-1.28,2.41,1.74
509634.828000,0.853,-0.158,0.5,-1.86,3.42,1.19
509634.875000,0.851,-0.15,0.507,-0.95,3.33,0.7
509634.921000,0.847,-0.134,0.502,-1.98,3.17,1.25
509634.968000,0.847,-0.142,0.51,-0.55,3.51,2.9
509635.015000,0.847,-0.172,0.493,0.0,2.93,0.61
509635.062000,0.843,-0.135,0.507,0.98,3.33,-2.2
509635.109000,0.839,-0.142,0.511,-0.79,2.32,1.25
509635.156000,0.848,-0.162,0.507,1.13,1.8,-0.18
509635.203000,0.838,-0.129,0.517,0.27,2.53,-2.69
509635.250000,0.837,-0.134,0.509,0.76,1.4,0.12
509635.296000,0.84,-0.143,0.513,-1.19,1.37,2.17
509635.343000,0.839,-0.146,0.511,-3.69,2.14,0.67
509635.390000,0.833,-0.145,0.527,-0.58,3.54,1.13
509635.437000,0.829,-0.152,0.526,0.18,-0.98,3.08
509635.484000,0.845,-0.163,0.504,-0.79,-2.11,1.16
509635.531000,0.843,-0.148,0.513,-1.53,-0.18,-1.53
509635.578000,0.841,-0.149,0.505,-0.64,1.31,-1.34
509635.625000,0.83,-0.136,0.513,-1.37,1.16,0.61
509635.671000,0.828,-0.151,0.517,-0.12,0.89,3.54
509635.718000,0.832,-0.167,0.501,-0.67,1.37,0.49
509635.765000,0.842,-0.158,0.51,-0.21,2.81,-2.84
509635.812000,0.844,-0.151,0.518,-0.85,4.06,-1.43
509635.859000,0.84,-0.136,0.528,-0.49,4.0,-1.13
509635.906000,0.847,-0.163,0.525,-1.31,1.13,-1.28
509635.953000,0.841,-0.124,0.516,-1.19,0.24,-3.69
509636.000000,0.842,-0.136,0.516,-3.39,1.83,-0.92
509636.046000,0.834,-0.159,0.513,-4.06,0.98,-1.4
509636.093000,0.824,-0.164,0.524,-0.82,1.31,-1.1
509636.140000,0.816,-0.139,0.535,-1.62,-3.14,-0.43
509636.187000,0.831,-0.174,0.527,0.27,-4.82,2.08
509636.234000,0.831,-0.177,0.528,3.63,-6.13,-0.49
509636.281000,0.797,-0.14,0.562,8.58,-8.06,2.11
509636.328000,0.766,-0.109,0.594,12.3,-14.53,3.97
509636.375000,0.675,-0.199,0.786,32.29,-20.94,35.83
509636.421000,0.651,-0.106,0.79,44.04,-27.07,24.93
509636.468000,0.54,0.046,1.203,83.71,2.5,69.61
509636.515000,0.624,0.255,1.241,27.86,-68.03,26.8
509636.562000,0.811,0.183,1.061,-3.14,-75.62,66.13
509636.625000,0.803,0.238,1.118,-49.41,-41.14,24.75
509636.671000,0.25,0.165,0.396,-155.98,-204.99,75.84
509636.718000,-0.143,-0.237,-0.981,-214.24,-280.31,30.37
509636.765000,0.732,-0.08,-3.904,-297.19,-360.94,-96.16
509636.812000,0.926,-1.428,-1.188,41.99,33.54,211.43
509636.859000,0.458,-0.423,-0.696,58.81,65.16,-127.48
509636.921000,0.674,0.353,-0.17,16.69,-9.34,-32.11
509636.968000,0.941,-0.049,-0.529,-12.54,-60.24,11.41
509637.015000,0.964,-0.178,-0.668,-22.28,-43.95,19.5
509637.062000,0.917,-0.361,-0.661,-2.11,-2.56,3.33
509637.109000,0.883,-0.153,-0.562,5.8,12.57,-30.88
509637.171000,0.847,-0.145,-0.491,4.0,10.44,7.39
509637.218000,0.83,-0.264,-0.499,-1.74,4.91,-5.92
509637.265000,0.831,-0.261,-0.489,1.01,8.06,-5.1
509637.312000,0.837,-0.262,-0.488,5.92,14.98,-2.75
509637.359000,0.808,-0.22,-0.443,8.42,13.61,-1.56
509637.406000,0.82,-0.232,-0.431,8.76,8.36,-2.01
509637.453000,0.821,-0.218,-0.444,4.36,5.98,-9.77
509637.500000,0.829,-0.178,-0.398,4.33,6.62,-4.79
509637.546000,0.847,-0.189,-0.407,1.19,0.09,0.85
509637.593000,0.849,-0.193,-0.427,-2.53,-0.34,2.32
509637.640000,0.857,-0.232,-0.445,-4.24,-1.1,3.39
509637.687000,0.851,-0.235,-0.444,2.29,3.91,1.34
509637.734000,0.851,-0.223,-0.412,2.81,3.81,2.35
509637.781000,0.839,-0.211,-0.422,3.69,2.81,2.62
509637.828000,0.841,-0.223,-0.418,3.85,1.56,4.3
509637.875000,0.84,-0.239,-0.407,9.98,5.25,11.14
509637.937000,0.852,-0.255,-0.404,-1.4,-0.27,-2.78
509637.984000,0.868,-0.234,-0.422,-0.61,-0.12,-1.16
509638.031000,0.857,-0.264,-0.437,1.86,-1.53,5.95
509638.078000,0.859,-0.24,-0.409,-1.01,0.43,-8.76
509638.125000,0.857,-0.186,-0.42,-0.06,-1.77,2.75
509638.171000,0.851,-0.231,-0.411,-1.46,-1.68,6.5
509638.218000,0.854,-0.244,-0.429,-4.0,-2.08,0.85
509638.265000,0.856,-0.24,-0.44,2.59,0.46,2.81
509638.312000,0.858,-0.245,-0.424,4.36,4.46,-0.7
509638.359000,0.868,-0.258,-0.417,-1.1,3.11,0.89
509638.406000,0.86,-0.249,-0.415,-3.27,1.83,-1.13
509638.453000,0.861,-0.235,-0.421,-1.77,1.95,1.19
509638.500000,0.86,-0.245,-0.399,-2.93,1.01,4.06
509638.546000,0.844,-0.216,-0.397,0.4,-2.26,8.76
509638.593000,0.829,-0.244,-0.381,1.5,-6.04,23.13
509638.640000,0.846,-0.283,-0.424,-4.76,-5.25,9.19
509638.687000,0.847,-0.31,-0.439,-3.69,-1.98,5.71
509638.734000,0.838,-0.293,-0.443,-3.97,1.1,-1.71
509638.781000,0.841,-0.265,-0.421,-3.27,0.09,0.67
509638.828000,0.836,-0.228,-0.438,-0.58,1.4,10.22
509638.875000,0.842,-0.22,-0.435,6.44,8.03,26.4
509638.921000,0.832,-0.334,-0.407,4.61,5.83,28.99
509638.968000,0.821,-0.337,-0.411,-3.27,2.35,8.48
509639.015000,0.83,-0.373,-0.437,-6.5,-1.34,-1.43
509639.062000,0.857,-0.352,-0.43,-5.22,2.62,-10.83
509639.109000,0.867,-0.291,-0.423,-0.98,4.46,-4.94
509639.156000,0.867,-0.301,-0.396,-1.98,9.49,-1.83
509639.203000,0.873,-0.322,-0.436,-5.37,5.22,1.43
509639.250000,0.847,-0.363,-0.437,-0.49,7.97,2.23
509639.296000,0.814,-0.325,-0.395,0.82,11.51,-9.09
509639.359000,0.812,-0.276,-0.364,1.4,6.74,-5.31
509639.406000,0.822,-0.267,-0.36,-0.15,4.06,0.43
509639.453000,0.828,-0.294,-0.381,-1.98,2.14,3.02
509639.500000,0.83,-0.304,-0.379,-1.1,0.12,0.55
509639.546000,0.842,-0.316,-0.385,0.27,-0.89,-0.21
509639.593000,0.847,-0.292,-0.395,0.76,-1.37,-0.67
509639.640000,0.86,-0.304,-0.404,1.8,-0.98,1.4
509639.687000,0.869,-0.339,-0.438,6.87,3.11,0.37
509639.734000,0.876,-0.346,-0.492,16.51,8.91,0.52
509639.781000,0.883,-0.42,-0.642,49.96,21.33,22.22
509639.828000,0.731,-0.375,-0.648,104.16,55.76,35.74
509639.875000,0.542,-0.257,-0.553,231.48,45.93,179.66
509639.937000,0.663,-0.76,-0.284,152.53,45.47,59.88
509639.984000,0.611,-0.814,-0.503,160.41,-42.85,44.19
509640.031000,0.793,-1.088,-0.434,126.07,5.01,0.64
509640.078000,0.825,-0.688,-0.017,70.04,47.21,-113.59
509640.125000,0.863,-0.358,0.084,1.04,94.7,-163.37
509640.171000,0.71,-0.375,0.547,-42.57,166.05,-164.46
509640.218000,0.547,-0.428,0.879,-69.92,190.68,-213.57
509640.265000,0.282,-0.217,1.063,-58.47,197.85,-240.79
509640.312000,0.274,0.263,1.451,-49.84,46.85,-190.53
509640.359000,0.566,0.154,0.815,-23.38,-29.18,-38.97
509640.406000,0.867,-0.118,0.607,-17.85,12.42,-12.91
509640.453000,0.773,0.048,0.606,-38.42,27.04,-31.07
509640.500000,0.678,0.118,0.719,-51.67,27.77,-17.94
509640.546000,0.695,-0.104,0.749,-17.61,-4.61,9.09
509640.593000,0.766,-0.065,0.63,-2.2,-22.64,-9.25
509640.640000,0.79,0.013,0.631,-5.22,-22.95,-1.31
509640.687000,0.772,-0.006,0.683,3.23,-34.76,22.31
509640.734000,0.794,-0.125,0.512,-9.06,-45.56,-2.01
509640.781000,0.838,-0.053,0.517,6.81,-22.4,2.72
509640.828000,0.839,-0.014,0.501,-9.98,-15.2,0.52
509640.875000,0.848,-0.081,0.489,-4.52,-4.39,10.16
509640.921000,0.845,-0.103,0.535,-4.82,0.27,8.0
