dataset_name,source_session,collector,gesture,trial_index,t_start,t_end,duration_s,imu_sample_count,imu_mean_rate_hz,mmwave_frame_count,mmwave_mean_rate_hz,uwb_round_count,uwb_mean_rate_hz,npz_path,session_dir
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Pull,19,573593.343000,573595.437000,2.094000,44,21.01,21,10.03,43,20.53,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Pull_019.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Pull,20,573597.984000,573599.984000,2.000000,42,21.00,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Pull_020.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,21,573625.171000,573627.234000,2.063000,44,21.33,21,10.18,41,19.87,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_021.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,22,573631.062000,573633.109000,2.047000,44,21.49,20,9.77,41,20.03,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_022.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,23,573647.843000,573649.843000,2.000000,42,21.00,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_023.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,24,573652.375000,573654.375000,2.000000,42,21.00,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_024.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,25,573658.250000,573660.343000,2.093000,45,21.50,21,10.03,43,20.54,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_025.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,26,573662.796000,573664.875000,2.079000,44,21.16,21,10.10,42,20.20,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_026.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,27,573667.734000,573669.796000,2.062000,45,21.82,21,10.18,42,20.37,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_027.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,28,573672.046000,573674.140000,2.094000,45,21.49,21,10.03,43,20.53,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_028.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,29,573676.671000,573678.734000,2.063000,44,21.33,21,10.18,41,19.87,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_029.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Clockwise,30,573685.859000,573687.953000,2.094000,44,21.01,21,10.03,42,20.06,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Clockwise_030.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,31,573703.328000,573705.406000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_031.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,33,573743.093000,573745.109000,2.016000,43,21.33,20,9.92,41,20.34,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_033.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,34,573748.296000,573750.390000,2.094000,45,21.49,21,10.03,43,20.53,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_034.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,35,573752.921000,573755.015000,2.094000,44,21.01,21,10.03,42,20.06,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_035.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,36,573757.328000,573759.406000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_036.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,37,573761.796000,573763.875000,2.079000,44,21.16,21,10.10,42,20.20,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_037.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,38,573766.453000,573768.453000,2.000000,42,21.00,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_038.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,39,573770.937000,573773.015000,2.078000,44,21.17,20,9.62,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_039.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Anti-clockwise,40,573775.421000,573777.500000,2.079000,44,21.16,21,10.10,42,20.20,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Anti-clockwise_040.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,41,573789.812000,573791.890000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_041.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,42,573794.468000,573796.468000,2.000000,43,21.50,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_042.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,43,573799.312000,573801.390000,2.078000,45,21.66,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_043.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,44,573804.609000,573806.687000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_044.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,45,573810.671000,573812.671000,2.000000,43,21.50,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_045.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,46,573816.234000,573818.312000,2.078000,45,21.66,20,9.62,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_046.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,47,573834.406000,573836.468000,2.062000,44,21.34,21,10.18,41,19.88,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_047.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,48,573839.171000,573841.187000,2.016000,43,21.33,20,9.92,41,20.34,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_048.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,49,573843.687000,573845.765000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_049.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Right,50,573848.656000,573850.718000,2.062000,43,20.85,20,9.70,41,19.88,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Right_050.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,51,573855.828000,573857.906000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_051.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,52,573860.328000,573862.375000,2.047000,44,21.49,21,10.26,41,20.03,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_052.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,53,573865.078000,573867.140000,2.062000,44,21.34,21,10.18,42,20.37,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_053.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,54,573870.421000,573872.500000,2.079000,44,21.16,21,10.10,42,20.20,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_054.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,55,573875.281000,573877.375000,2.094000,45,21.49,21,10.03,42,20.06,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_055.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,56,573880.062000,573882.156000,2.094000,45,21.49,21,10.03,42,20.06,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_056.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,57,573885.140000,573887.218000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_057.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,58,573890.109000,573892.187000,2.078000,45,21.66,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_058.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,59,573896.531000,573898.562000,2.031000,44,21.66,21,10.34,41,20.19,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_059.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Left,60,573902.656000,573904.656000,2.000000,42,21.00,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Left_060.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Bye-Bye,61,573912.312000,573914.312000,2.000000,42,21.00,20,10.00,40,20.00,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Bye-Bye_061.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
gesture_jianhao_eric_joycelyn_evelyn_v2,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314,eric,Bye-Bye,62,573915.578000,573917.656000,2.078000,44,21.17,21,10.11,42,20.21,/Users/evelynwang/Downloads/cosmos-final-project-main/datasets/gesture_jianhao_eric_joycelyn_evelyn_v2/trials/eric_Bye-Bye_062.npz,/Users/evelynwang/Downloads/cosmos-final-project-main/data/raw/session_20260727_101314
